ChfId,ChfProjectCode,PooledFundId,ClstrId,GlbIndicId,GlbIndicType,TgtM,TgtW,TgtB,TgtG,TgtTotal,AchM,AchW,AchB,AchG,AchTotal
24675,CBPF-OPT-23-S-NGO-24675,1,1,58,1,,0.005853659,0.114308943,0.079837398,0.2,,0.001300813,0.03203252,0.011544715,0.044878049
24679,CBPF-OPT-23-S-NGO-24679,1,1,31,2,0.049842767,,0.028930818,0.121226415,0.2,0.003930818,,0.000314465,0.043553459,0.047798742
24679,CBPF-OPT-23-S-NGO-24679,1,1,67,1,,151,895,743,1789,0,19,94,107,220
24679,CBPF-OPT-23-S-NGO-24679,1,1,28,2,,,0.123467862,0.076532138,0.2,,,0.059940209,0.011360239,0.071300448
24679,CBPF-OPT-23-S-NGO-24679,1,1,72,2,0.097009967,0.017275748,,0.085714286,0.2,0.00730897,0.005315615,,0.024916944,0.037541528
24679,CBPF-OPT-23-S-NGO-24679,1,1,24,2,,,,,0.2,,,,,0.185200846
24679,CBPF-OPT-23-S-NGO-24679,1,1,51,1,900,667,261,993,2821,299,129,56,395,879
24688,CBPF-OPT-23-S-INGO-24688,1,1,4,1,,0.070725995,0.077595628,0.051678376,0.2,,0.002498048,0.001014832,0.004761905,0.008274785
24689,CBPF-OPT-23-S-INGO-24689,1,1,31,1,0.08045977,,0.080295567,0.039244663,0.2,0.037027915,,0.008128079,0.00591133,0.051067323
24689,CBPF-OPT-23-S-INGO-24689,1,1,61,1,206,101,700,,1007,27,28,345,0,400
24689,CBPF-OPT-23-S-INGO-24689,1,1,12,2,,,,,2533,0,0,0,0,69
24689,CBPF-OPT-23-S-INGO-24689,1,1,55,1,0.092063492,,0.107936508,,0.2,0.013308913,,0.051892552,,0.065201465
24689,CBPF-OPT-23-S-INGO-24689,1,1,17,1,,,,,0.2,,,,,0.197752809
24702,CBPF-OPT-23-S-NGO-24702,1,1,11,1,,,,,0.2,,,,,0.170588235
24705,CBPF-OPT-23-S-NGO-24705,1,1,52,1,,856,191,613,1660,0,186,85,304,575
24706,CBPF-OPT-23-S-NGO-24706,1,1,42,2,0.081775148,,0.044852071,0.073372781,0.2,0.036568047,,0.020236686,0.017159763,0.073964497
24706,CBPF-OPT-23-S-NGO-24706,1,1,57,2,479,,,469,948,209,0,0,61,270
24706,CBPF-OPT-23-S-NGO-24706,1,1,71,1,,337,33,,370,0,115,2,0,117
24712,CBPF-OPT-23-S-NGO-24712,1,1,3,1,,0.123766816,,0.076233184,0.2,,0.006636771,,0.002869955,0.009506726
24712,CBPF-OPT-23-S-NGO-24712,1,1,50,1,0.056093979,0.016593245,0.040969163,0.086343612,0.2,0.004405286,0.004992658,0.001321586,0.022907489,0.033627019
24712,CBPF-OPT-23-S-NGO-24712,1,1,75,1,994,431,928,,2353,217,101,369,0,687
24738,CBPF-OPT-23-S-NGO-24738,1,1,46,2,,228,235,411,874,0,73,22,33,128
24746,CBPF-OPT-23-S-INGO-24746,1,1,46,1,,668,912,735,2315,0,124,117,194,435
24746,CBPF-OPT-23-S-INGO-24746,1,1,69,1,0.019496855,0.084150943,0.096352201,,0.2,0.009433962,0.001761006,0.006037736,,0.017232704
24746,CBPF-OPT-23-S-INGO-24746,1,1,15,2,,,,,2318,0,0,0,0,40
24766,CBPF-UKR-23-S-INGO-24766,1,1,62,2,,0.082429907,0.079626168,0.037943925,0.2,,0.021308411,0.036448598,0.016261682,0.074018692
24766,CBPF-UKR-23-S-INGO-24766,1,1,62,1,,0.051985981,0.035280374,0.112733645,0.2,,0.024065421,0.001401869,0.042640187,0.068107477
24766,CBPF-UKR-23-S-INGO-24766,1,1,54,1,433,,438,775,1646,28,0,198,386,612
24766,CBPF-UKR-23-S-INGO-24766,1,1,11,2,,,,,0.2,,,,,0.135611038
24766,CBPF-UKR-23-S-INGO-24766,1,1,67,2,,577,908,978,2463,0,145,218,416,779
24766,CBPF-UKR-23-S-INGO-24766,1,1,77,1,,,,0.2,0.2,,,,0.045470693,0.045470693
24809,CBPF-SYR-23-R-INGO-24809,1,1,38,1,,301,,,301,0,62,0,0,62
24811,CBPF-SUD-23-R-INGO-24811,1,1,43,1,237,308,157,965,1667,74,43,41,207,365
24811,CBPF-SUD-23-R-INGO-24811,1,1,29,1,0.044828974,0.064547284,0.06945674,0.021167002,0.2,0.01416499,0.03138833,0.006197183,0.003863179,0.055613682
24811,CBPF-SUD-23-R-INGO-24811,1,1,43,1,79,102,863,192,1236,4,26,366,60,456
24811,CBPF-SUD-23-R-INGO-24811,1,1,59,1,0.07111882,0.056721596,0.02567216,0.046487424,0.2,0.030702515,0.01613183,0.000693842,0.002775369,0.050303556
24811,CBPF-SUD-23-R-INGO-24811,1,1,68,2,602,321,,,923,130,61,0,0,191
24811,CBPF-SUD-23-R-INGO-24811,1,1,52,1,,347,703,408,1458,0,37,220,19,276
24811,CBPF-SUD-23-R-INGO-24811,1,1,42,2,0.010406938,,0.096064043,0.093529019,0.2,0.00173449,,0.041094063,0.024016011,0.066844563
24813,CBPF-UKR-23-S-INGO-24813,1,1,36,1,0.062605436,0.095595127,0.041799438,,0.2,0.00787254,0.031302718,0.00262418,,0.041799438
24822,CBPF-SUD-23-R-INGO-24822,1,1,16,2,,,,,876,0,0,0,0,243
24822,CBPF-SUD-23-R-INGO-24822,1,1,17,1,,,,,0.2,,,,,0.03897019
24822,CBPF-SUD-23-R-INGO-24822,1,1,65,2,0.072853828,0.090487239,,0.036658933,0.2,0.032946636,0.043271462,,0.003480278,0.079698376
24822,CBPF-SUD-23-R-INGO-24822,1,1,27,2,,,172,125,297,0,0,40,18,58
24832,CBPF-SYR-23-R-INGO-24832,1,1,70,1,182,687,374,474,1717,10,156,114,170,450
24832,CBPF-SYR-23-R-INGO-24832,1,1,31,1,0.108663224,,0.002065404,0.089271371,0.2,0.045668388,,0.000803213,0.007458405,0.053930006
24832,CBPF-SYR-23-R-INGO-24832,1,1,27,1,,,286,889,1175,0,0,53,18,71
24835,CBPF-SUD-23-R-UN-24835,1,1,68,2,819,448,,,1267,179,167,0,0,346
24835,CBPF-SUD-23-R-UN-24835,1,1,74,1,0.07224457,0.034754626,,0.093000805,0.2,0.002896219,0.008045052,,0.016572808,0.027514079
24836,CBPF-SYR-23-R-INGO-24836,1,1,28,2,,,0.169002962,0.030997038,0.2,,,0.066929911,0.001382034,0.068311945
24836,CBPF-SYR-23-R-INGO-24836,1,1,50,1,0.0861885,0.08358032,0.027148785,0.003082395,0.2,0.016123296,0.009721399,0.003082395,0.000711322,0.029638411
24875,CBPF-SYR-23-R-INGO-24875,1,1,21,1,,,,,0.2,,,,,0.106903915
24888,CBPF-UKR-23-S-NGO-24888,1,1,10,2,650,,915,,1565,276,0,426,0,702
24888,CBPF-UKR-23-S-NGO-24888,1,1,69,2,0.05616863,0.047861128,0.095970242,,0.2,0.0150031,0.018846869,0.021574706,,0.055424675
