PooledFundId,CHFId,ChfProjectCode,OrganizationTypeId,AllocationYear,CVATypeId,ClusterId,PeopleTargeted,TransferAmount,PeopleReached,TotalAmtTransferred
21,26587,CBPF-SOM-23-R-NGO-26587,1,2023,2,3,4860,226800,4860,226800
21,26613,CBPF-SOM-23-R-NGO-26613,1,2023,5,9,2940,37044,2940,37044
21,26618,CBPF-SOM-23-R-NGO-26618,1,2023,2,7,300,45000,300,45000
21,26618,CBPF-SOM-23-R-NGO-26618,1,2023,2,7,465,47430,465,47430
21,26651,CBPF-SOM-23-R-INGO-26651,2,2023,5,3,8580,400400,8580,400400
21,26685,CBPF-SOM-23-R-INGO-26685,2,2023,2,3,8550,342000,10560,342000
21,27072,CBPF-SOM-23-R-NGO-27072,1,2023,4,94,100,9000,100,9000
21,27085,CBPF-SOM-23-R-NGO-27085,1,2023,2,93,500,37500,500,37500
21,27143,CBPF-SOM-23-R-NGO-27143,1,2023,1,93,320,24000,320,24000
21,27586,CBPF-SOM-24-R-NGO-27586,1,2024,5,9,9708,48540,9708,48540
21,27586,CBPF-SOM-24-R-NGO-27586,1,2024,4,9,40,4800,40,4800
21,27587,CBPF-SOM-24-R-NGO-27587,1,2024,1,96,15300,229500,15300,229500
21,27588,CBPF-SOM-24-R-INGO-27588,2,2024,1,96,24000,440000,28958,440000
21,27993,CBPF-SOM-24-S-NGO-27993,1,2024,3,93,1000,100000,0,0
21,27993,CBPF-SOM-24-S-NGO-27993,1,2024,1,94,500,50000,0,0
21,28000,CBPF-SOM-24-S-NGO-28000,1,2024,2,94,300,15000,150,7500
21,28000,CBPF-SOM-24-S-NGO-28000,1,2024,2,93,300,15000,150,7500
21,28001,CBPF-SOM-24-S-NGO-28001,1,2024,2,94,350,35000,0,0
21,28001,CBPF-SOM-24-S-NGO-28001,1,2024,2,93,450,45000,0,0
21,28005,CBPF-SOM-24-S-NGO-28005,1,2024,5,9,6600,55440,6600,63202
21,28018,CBPF-SOM-24-S-NGO-28018,1,2024,5,94,200,10000,0,0
21,28020,CBPF-SOM-24-S-NGO-28020,1,2024,1,96,1389,500040,0,0
21,28028,CBPF-SOM-24-S-NGO-28028,1,2024,1,96,4800,216000,0,0
21,28030,CBPF-SOM-24-S-NGO-28030,1,2024,5,94,200,4000,200,4000
21,28030,CBPF-SOM-24-S-NGO-28030,1,2024,5,93,200,4000,200,4000
21,28030,CBPF-SOM-24-S-NGO-28030,1,2024,5,93,200,14000,200,14000
21,28032,CBPF-SOM-24-S-NGO-28032,1,2024,5,94,50,10500,40,7000
21,28032,CBPF-SOM-24-S-NGO-28032,1,2024,1,94,600,21000,360,12600
21,28032,CBPF-SOM-24-S-NGO-28032,1,2024,5,93,600,36000,535,32100
21,28035,CBPF-SOM-24-S-NGO-28035,1,2024,1,96,6240,280800,0,0
21,28039,CBPF-SOM-24-S-NGO-28039,1,2024,1,94,320,76800,0,0
21,28039,CBPF-SOM-24-S-NGO-28039,1,2024,1,93,350,84000,0,0
21,28044,CBPF-SOM-24-S-NGO-28044,1,2024,2,4,100,12240,0,0
21,28047,CBPF-SOM-24-S-NGO-28047,1,2024,1,96,5550,388500,7142,388500
21,28048,CBPF-SOM-24-S-INGO-28048,2,2024,3,94,250,61200,0,0
21,28048,CBPF-SOM-24-S-INGO-28048,2,2024,3,93,200,61200,0,0
21,28048,CBPF-SOM-24-S-INGO-28048,2,2024,1,93,500,153000,0,0
21,28049,CBPF-SOM-24-S-NGO-28049,1,2024,1,96,10710,401625,0,0
21,28057,CBPF-SOM-24-S-NGO-28057,1,2024,5,9,24000,216000,0,0
21,28068,CBPF-SOM-24-S-NGO-28068,1,2024,1,96,2682,120690,2682,80460
21,28073,CBPF-SOM-24-S-NGO-28073,1,2024,1,96,1000,480000,0,0
21,28092,CBPF-SOM-24-S-NGO-28092,1,2024,1,96,5550,333000,7507,111000
21,28102,CBPF-SOM-24-S-INGO-28102,2,2024,1,96,5562,333720,5904,111240
21,28107,CBPF-SOM-24-S-NGO-28107,1,2024,1,96,3000,180000,0,0
21,28120,CBPF-SOM-24-S-INGO-28120,2,2024,1,96,5550,407000,0,0
21,28122,CBPF-SOM-24-S-NGO-28122,1,2024,1,96,5556,267820,5556,250020
