PooledFundId,CHFId,CHFProjectCode,OrganizationTypeId,AllocationYear,AllocationSourceName,CVATypeId,ClusterId,TargetedTransferAmt,ReachedTransferAmt,PeopleTargeted,PeopleReached
23,33475,CBPF-AFG-24-S-INGO-33475,2,2024,2,4,4,475116,403848.6,12138,10924
23,33476,CBPF-AFG-24-S-INGO-33476,2,2024,2,4,4,377778,321111.3,11158,10042
23,33510,CBPF-AFG-24-S-INGO-33510,2,2024,2,4,4,438971,373125.35,10115,9104
23,33511,CBPF-AFG-24-S-INGO-33511,2,2024,2,3,15,262548,223165.8,3934,3541
23,33522,CBPF-AFG-24-S-INGO-33522,2,2024,2,3,15,561600,477360,8400,7560
23,33532,CBPF-AFG-24-S-INGO-33532,2,2024,2,3,15,351000,298350,5250,4725
23,33533,CBPF-AFG-24-S-INGO-33533,2,2024,2,4,4,49280,41888,784,706
23,33533,CBPF-AFG-24-S-INGO-33533,2,2024,2,4,4,328252,279014.2,8386,7547
23,33537,CBPF-AFG-24-S-INGO-33537,2,2024,2,4,4,404568,343882.8,12264,11038
23,33539,CBPF-AFG-24-S-INGO-33539,2,2024,2,4,4,446620,379627,11411,10270
23,33567,CBPF-AFG-24-S-INGO-33567,2,2024,2,4,4,441962,375667.7,11290,10161
23,33570,CBPF-AFG-24-S-INGO-33570,2,2024,2,4,4,486018,413115.3,12978,11680
23,33629,CBPF-AFG-24-S-INGO-33629,2,2024,2,3,15,468000,397800,7000,6300
23,33659,CBPF-AFG-24-S-INGO-33659,2,2024,2,3,15,390780,332163,5845,5261
23,33755,CBPF-AFG-24-S-INGO-33755,2,2024,2,4,10,28280,24038,202,182
23,33755,CBPF-AFG-24-S-INGO-33755,2,2024,2,4,10,12040,10234,86,77
23,33471,CBPF-AFG-24-S-NGO-33471,1,2024,2,5,4,425248,361460.8,10864,9778
23,33553,CBPF-AFG-24-S-NGO-33553,1,2024,2,4,4,501420,426207,12810,11529
23,33584,CBPF-AFG-24-S-NGO-33584,1,2024,2,4,4,375200,318920,13132,11819
23,33617,CBPF-AFG-24-S-NGO-33617,1,2024,2,4,4,455000,386750,11060,9954
23,33566,CBPF-AFG-24-S-UN-33566,3,2024,2,1,4,164400,139740,4200,3780
23,33566,CBPF-AFG-24-S-UN-33566,3,2024,2,1,4,354750,301537.5,4516,4064
23,33628,CBPF-AFG-24-S-UN-33628,3,2024,2,3,15,630396,535836.6,9429,8486
23,33628,CBPF-AFG-24-S-UN-33628,3,2024,2,5,4,912000,775200,31920,28728
85,25722,CBPF-BFA-23-S-INGO-25722,2,2023,2,4,6,101836,86560.6,610,549
85,25724,CBPF-BFA-23-S-INGO-25724,2,2023,2,4,3,72000,61200,1200,1080
85,25776,CBPF-BFA-23-S-INGO-25776,2,2023,2,1,10,9660,8211,92,83
85,25776,CBPF-BFA-23-S-INGO-25776,2,2023,2,1,7,36200,30770,700,630
85,25776,CBPF-BFA-23-S-INGO-25776,2,2023,2,4,10,8600,7310,100,90
85,25780,CBPF-BFA-23-S-INGO-25780,2,2023,2,1,6,167067,142006.95,4200,3780
85,25821,CBPF-BFA-23-S-INGO-25821,2,2023,2,1,10,15723,13364.55,160,144
85,25721,CBPF-BFA-23-S-NGO-25721,1,2023,2,2,6,65517,55689.45,3200,2880
85,25727,CBPF-BFA-23-S-NGO-25727,1,2023,2,5,4,31500,26775,1400,1260
85,25754,CBPF-BFA-23-S-NGO-25754,1,2023,2,4,10,4989,4240.65,60,54
85,25778,CBPF-BFA-23-S-NGO-25778,1,2023,2,1,10,14513,12336.05,80,72
85,25750,CBPF-BFA-23-S-O-25750,4,2023,2,2,4,2538,2157.3,500,450
85,25750,CBPF-BFA-23-S-O-25750,4,2023,2,2,11,7462,6342.7,1400,1260
17,26202,CBPF-CAR-23-S-INGO-26202,2,2023,2,5,10,33285,28292.25,268,241
17,26202,CBPF-CAR-23-S-INGO-26202,2,2023,2,5,10,49347,41944.95,210,189
17,26205,CBPF-CAR-23-S-INGO-26205,2,2023,2,4,10,9918,8430.3,120,108
17,26210,CBPF-CAR-23-S-INGO-26210,2,2023,2,1,10,11100,9435,210,189
17,26210,CBPF-CAR-23-S-INGO-26210,2,2023,2,1,10,12690,10786.5,125,113
17,26210,CBPF-CAR-23-S-INGO-26210,2,2023,2,4,10,14533,12353.05,358,322
17,26210,CBPF-CAR-23-S-INGO-26210,2,2023,2,5,10,3012,2560.2,50,45
17,26210,CBPF-CAR-23-S-INGO-26210,2,2023,2,5,10,35661,30311.85,700,630
17,26217,CBPF-CAR-23-S-INGO-26217,2,2023,2,3,10,6000,5100,60,54
17,26217,CBPF-CAR-23-S-INGO-26217,2,2023,2,4,10,8000,6800,320,288
17,26256,CBPF-CAR-23-S-INGO-26256,2,2023,2,1,11,6638,5642.3,400,360
17,26222,CBPF-CAR-23-S-NGO-26222,1,2023,2,4,10,5925,5036.25,20,18
17,26283,CBPF-CAR-23-S-NGO-26283,1,2023,2,3,3,225,191.25,15,14
17,27567,CBPF-CAR-24-R-INGO-27567,2,2024,1,4,10,42520,36142,640,576
17,27574,CBPF-CAR-24-R-INGO-27574,2,2024,1,3,10,34000,28900,300,270
17,34041,CBPF-CAR-24-R-INGO-34041,2,2024,1,1,10,27273,23182.05,375,338
17,34041,CBPF-CAR-24-R-INGO-34041,2,2024,1,5,10,6363,5408.55,700,630
17,27569,CBPF-CAR-24-R-NGO-27569,1,2024,1,3,10,5000,4250,200,180
17,32989,CBPF-CAR-24-S-INGO-32989,2,2024,2,3,10,3000,2550,72,65
17,32989,CBPF-CAR-24-S-INGO-32989,2,2024,2,4,10,4500,3825,180,162
17,32999,CBPF-CAR-24-S-INGO-32999,2,2024,2,3,10,35745,30383.25,391,352
17,33002,CBPF-CAR-24-S-INGO-33002,2,2024,2,4,10,10916,9278.6,60,54
17,33152,CBPF-CAR-24-S-INGO-33152,2,2024,2,4,10,20200,17170,190,171
17,33169,CBPF-CAR-24-S-INGO-33169,2,2024,2,3,4,35700,30345,1700,1530
17,33169,CBPF-CAR-24-S-INGO-33169,2,2024,2,3,10,5250,4462.5,175,158
17,33169,CBPF-CAR-24-S-INGO-33169,2,2024,2,4,10,9750,8287.5,325,293
17,33217,CBPF-CAR-24-S-INGO-33217,2,2024,2,3,4,134697,114492.45,450,405
17,33015,CBPF-CAR-24-S-NGO-33015,1,2024,2,5,10,20000,17000,2000,1800
17,33015,CBPF-CAR-24-S-NGO-33015,1,2024,2,5,6,2000,1700,400,360
17,33175,CBPF-CAR-24-S-NGO-33175,1,2024,2,3,6,37894,32209.9,1125,1013
17,33177,CBPF-CAR-24-S-NGO-33177,1,2024,2,3,9,3000,2550,50,45
17,33190,CBPF-CAR-24-S-NGO-33190,1,2024,2,1,10,6327,5377.95,32,29
17,33190,CBPF-CAR-24-S-NGO-33190,1,2024,2,3,10,3000,2550,100,90
87,33844,CBPF-COL-24-S-NGO-33844,1,2024,2,4,10,8898,7563.3,460,414
87,33952,CBPF-COL-24-S-NGO-33952,1,2024,2,3,10,6000,5100,1012,911
87,33952,CBPF-COL-24-S-NGO-33952,1,2024,2,3,10,15813,13441.05,25,23
87,33952,CBPF-COL-24-S-NGO-33952,1,2024,2,3,10,1203,1022.55,10,9
87,33952,CBPF-COL-24-S-NGO-33952,1,2024,2,3,10,12000,10200,2571,2314
87,33952,CBPF-COL-24-S-NGO-33952,1,2024,2,3,6,12000,10200,1249,1124
87,34000,CBPF-COL-24-S-NGO-34000,1,2024,2,3,10,18000,15300,180,162
24,25341,CBPF-DRC-23-R-INGO-25341,2,2023,1,4,4,148750,126437.5,1780,1602
24,26136,CBPF-DRC-23-R-INGO-26136,2,2023,1,3,10,56000,47600,1032,929
24,26139,CBPF-DRC-23-R-INGO-26139,2,2023,1,4,6,144000,122400,8000,7200
24,26163,CBPF-DRC-23-R-INGO-26163,2,2023,1,2,10,15000,12750,100,90
24,27207,CBPF-DRC-23-R-INGO-27207,2,2023,1,1,11,43750,37187.5,3000,2700
24,27223,CBPF-DRC-23-R-INGO-27223,2,2023,1,1,10,42449,36081.65,225,203
24,27223,CBPF-DRC-23-R-INGO-27223,2,2023,1,4,10,5000,4250,210,189
24,27249,CBPF-DRC-23-R-INGO-27249,2,2023,1,1,4,50600,43010,1265,1139
24,27249,CBPF-DRC-23-R-INGO-27249,2,2023,1,1,4,52200,44370,1800,1620
24,26035,CBPF-DRC-23-R-NGO-26035,1,2023,1,2,4,45000,38250,10884,9796
24,26047,CBPF-DRC-23-R-NGO-26047,1,2023,1,4,10,37500,31875,150,135
24,26088,CBPF-DRC-23-R-NGO-26088,1,2023,1,1,6,156953,133410.05,1275,1148
24,26088,CBPF-DRC-23-R-NGO-26088,1,2023,1,5,6,600000,510000,15000,13500
24,26138,CBPF-DRC-23-R-NGO-26138,1,2023,1,3,10,28000,23800,280,252
24,26145,CBPF-DRC-23-R-NGO-26145,1,2023,1,4,10,96000,81600,800,720
24,27206,CBPF-DRC-23-R-NGO-27206,1,2023,1,1,10,15530,13200.5,200,180
24,27206,CBPF-DRC-23-R-NGO-27206,1,2023,1,1,10,25750,21887.5,100,90
24,27212,CBPF-DRC-23-R-NGO-27212,1,2023,1,3,4,120000,102000,6000,5400
24,27233,CBPF-DRC-23-R-NGO-27233,1,2023,1,4,6,184140,156519,11160,10044
24,33489,CBPF-DRC-24-R-NGO-33489,1,2024,1,4,6,131376,111669.6,7728,6955
24,33494,CBPF-DRC-24-R-NGO-33494,1,2024,1,1,10,8000,6800,100,90
24,33494,CBPF-DRC-24-R-NGO-33494,1,2024,1,1,10,25000,21250,100,90
24,33495,CBPF-DRC-24-R-NGO-33495,1,2024,1,3,6,126000,107100,1500,1350
24,33504,CBPF-DRC-24-R-NGO-33504,1,2024,1,1,4,24600,20910,1000,900
24,33504,CBPF-DRC-24-R-NGO-33504,1,2024,1,1,4,54000,45900,1500,1350
24,33504,CBPF-DRC-24-R-NGO-33504,1,2024,1,1,4,70000,59500,5000,4500
24,33504,CBPF-DRC-24-R-NGO-33504,1,2024,1,3,15,94500,80325,2000,1800
24,33530,CBPF-DRC-24-R-NGO-33530,1,2024,1,3,6,84966,72221.1,4998,4498
24,33552,CBPF-DRC-24-R-NGO-33552,1,2024,1,3,15,25500,21675,100,90
24,33603,CBPF-DRC-24-R-NGO-33603,1,2024,1,3,10,35000,29750,140,126
24,33612,CBPF-DRC-24-R-NGO-33612,1,2024,1,4,6,133500,113475,7500,6750
24,33620,CBPF-DRC-24-R-NGO-33620,1,2024,1,3,15,108000,91800,2250,2025
24,33620,CBPF-DRC-24-R-NGO-33620,1,2024,1,4,15,66500,56525,1750,1575
24,34200,CBPF-DRC-24-R-NGO-34200,1,2024,1,2,4,93000,79050,4200,3780
24,34200,CBPF-DRC-24-R-NGO-34200,1,2024,1,5,4,84700,71995,4200,3780
24,27847,CBPF-DRC-24-S-INGO-27847,2,2024,2,3,10,50000,42500,200,180
24,27870,CBPF-DRC-24-S-INGO-27870,2,2024,2,1,10,65000,55250,26,23
24,27934,CBPF-DRC-24-S-INGO-27934,2,2024,2,3,6,101600,86360,9000,8100
24,27934,CBPF-DRC-24-S-INGO-27934,2,2024,2,4,6,167620,142477,17400,15660
24,27967,CBPF-DRC-24-S-INGO-27967,2,2024,2,4,6,75000,63750,3000,2700
24,27967,CBPF-DRC-24-S-INGO-27967,2,2024,2,4,6,75000,63750,9000,8100
24,27811,CBPF-DRC-24-S-NGO-27811,1,2024,2,5,6,320400,272340,18000,16200
24,27861,CBPF-DRC-24-S-NGO-27861,1,2024,2,4,10,100000,85000,400,360
24,28007,CBPF-DRC-24-S-NGO-28007,1,2024,2,3,15,260400,221340,5425,4883
53,25466,CBPF-ETH-23-R-INGO-25466,2,2023,1,3,9,127746,108584.1,906,815
53,25466,CBPF-ETH-23-R-INGO-25466,2,2023,1,3,10,28200,23970,200,180
53,25470,CBPF-ETH-23-R-INGO-25470,2,2023,1,1,9,37500,31875,150,135
53,25470,CBPF-ETH-23-R-INGO-25470,2,2023,1,1,11,53750,45687.5,215,194
53,25470,CBPF-ETH-23-R-INGO-25470,2,2023,1,4,9,25000,21250,100,90
53,25470,CBPF-ETH-23-R-INGO-25470,2,2023,1,4,10,17500,14875,70,63
53,25470,CBPF-ETH-23-R-INGO-25470,2,2023,1,4,11,12500,10625,50,45
53,25499,CBPF-ETH-23-R-INGO-25499,2,2023,1,3,9,199672,169721.2,3180,2862
53,25506,CBPF-ETH-23-R-INGO-25506,2,2023,1,1,9,23400,19890,500,450
53,25506,CBPF-ETH-23-R-INGO-25506,2,2023,1,1,9,30000,25500,375,338
53,25506,CBPF-ETH-23-R-INGO-25506,2,2023,1,3,9,294132,250012.2,6506,5855
53,25506,CBPF-ETH-23-R-INGO-25506,2,2023,1,3,10,64008,54406.8,168,151
53,25520,CBPF-ETH-23-R-INGO-25520,2,2023,1,1,9,950,807.5,250,225
53,25520,CBPF-ETH-23-R-INGO-25520,2,2023,1,3,9,219286,186393.1,2860,2574
53,25525,CBPF-ETH-23-R-INGO-25525,2,2023,1,3,9,318362,270607.7,4380,3942
53,25526,CBPF-ETH-23-R-INGO-25526,2,2023,1,3,9,148058,125849.3,2112,1901
53,25540,CBPF-ETH-23-R-INGO-25540,2,2023,1,3,11,95700,81345,750,675
53,25569,CBPF-ETH-23-R-INGO-25569,2,2023,1,3,9,127000,107950,2500,2250
53,25569,CBPF-ETH-23-R-INGO-25569,2,2023,1,4,10,1847,1569.95,25,23
53,25575,CBPF-ETH-23-R-INGO-25575,2,2023,1,3,9,668340,568089,7900,7110
53,25575,CBPF-ETH-23-R-INGO-25575,2,2023,1,4,10,25668,21817.8,279,251
53,25580,CBPF-ETH-23-R-INGO-25580,2,2023,1,3,9,153336,130335.6,2000,1800
53,25580,CBPF-ETH-23-R-INGO-25580,2,2023,1,4,10,83418,70905.3,1000,900
53,25610,CBPF-ETH-23-R-INGO-25610,2,2023,1,3,9,112905,95969.25,300,270
53,25610,CBPF-ETH-23-R-INGO-25610,2,2023,1,4,10,67200,57120,600,540
53,26879,CBPF-ETH-23-R-INGO-26879,2,2023,1,1,9,31980,27183,500,450
53,26879,CBPF-ETH-23-R-INGO-26879,2,2023,1,3,15,201437,171221.45,7930,7137
53,26880,CBPF-ETH-23-R-INGO-26880,2,2023,1,3,15,267174,227097.9,3575,3218
53,26881,CBPF-ETH-23-R-INGO-26881,2,2023,1,3,15,237000,201450,5000,4500
53,26882,CBPF-ETH-23-R-INGO-26882,2,2023,1,3,15,320137,272116.45,5250,4725
53,26883,CBPF-ETH-23-R-INGO-26883,2,2023,1,3,15,359724,305765.4,7625,6863
53,25479,CBPF-ETH-23-R-NGO-25479,1,2023,1,3,9,105750,89887.5,1650,1485
53,25479,CBPF-ETH-23-R-NGO-25479,1,2023,1,3,10,29610,25168.5,693,624
53,25479,CBPF-ETH-23-R-NGO-25479,1,2023,1,3,11,76140,64719,1188,1069
53,25502,CBPF-ETH-23-R-NGO-25502,1,2023,1,3,10,15875,13493.75,125,113
53,25502,CBPF-ETH-23-R-NGO-25502,1,2023,1,3,11,96139,81718.15,757,681
53,25502,CBPF-ETH-23-R-NGO-25502,1,2023,1,4,9,47000,39950,100,90
53,25519,CBPF-ETH-23-R-NGO-25519,1,2023,1,3,10,128000,108800,500,450
53,25581,CBPF-ETH-23-R-NGO-25581,1,2023,1,3,9,219960,186966,520,468
53,25581,CBPF-ETH-23-R-NGO-25581,1,2023,1,3,10,16920,14382,40,36
53,25581,CBPF-ETH-23-R-NGO-25581,1,2023,1,4,9,39339,33438.15,93,84
53,25581,CBPF-ETH-23-R-NGO-25581,1,2023,1,4,11,13536,11505.6,32,29
53,25596,CBPF-ETH-23-R-NGO-25596,1,2023,1,3,9,18963,16118.55,147,132
53,25596,CBPF-ETH-23-R-NGO-25596,1,2023,1,3,11,107973,91777.05,279,251
53,26874,CBPF-ETH-23-R-NGO-26874,1,2023,1,3,15,116250,98812.5,1650,1485
53,26875,CBPF-ETH-23-R-NGO-26875,1,2023,1,3,15,192000,163200,2550,2295
53,26876,CBPF-ETH-23-R-NGO-26876,1,2023,1,1,3,33480,28458,600,540
53,26876,CBPF-ETH-23-R-NGO-26876,1,2023,1,3,15,101600,86360,400,360
53,26878,CBPF-ETH-23-R-NGO-26878,1,2023,1,1,10,28800,24480,80,72
53,26878,CBPF-ETH-23-R-NGO-26878,1,2023,1,3,15,134250,114112.5,537,483
53,26877,CBPF-ETH-23-R-O-26877,4,2023,1,3,15,350000,297500,14000,12600
53,26399,CBPF-ETH-23-S-INGO-26399,2,2023,2,1,10,1364,1159.4,30,27
53,26399,CBPF-ETH-23-S-INGO-26399,2,2023,2,1,10,2909,2472.65,40,36
53,26399,CBPF-ETH-23-S-INGO-26399,2,2023,2,1,10,8700,7395,30,27
53,26399,CBPF-ETH-23-S-INGO-26399,2,2023,2,1,10,9090,7726.5,200,180
53,26399,CBPF-ETH-23-S-INGO-26399,2,2023,2,2,9,85687,72833.95,8800,7920
53,26399,CBPF-ETH-23-S-INGO-26399,2,2023,2,3,15,162162,137837.7,3402,3062
53,26456,CBPF-ETH-23-S-INGO-26456,2,2023,2,3,15,173880,147798,1400,1260
53,26460,CBPF-ETH-23-S-INGO-26460,2,2023,2,1,9,159652,135704.2,5258,4732
53,26460,CBPF-ETH-23-S-INGO-26460,2,2023,2,1,4,34320,29172,4840,4356
53,26460,CBPF-ETH-23-S-INGO-26460,2,2023,2,3,15,96319,81871.15,4670,4203
53,26470,CBPF-ETH-23-S-INGO-26470,2,2023,2,3,4,235111,199844.35,2300,2070
53,26470,CBPF-ETH-23-S-INGO-26470,2,2023,2,3,10,17503,14877.55,510,459
53,26470,CBPF-ETH-23-S-INGO-26470,2,2023,2,4,4,85680,72828,2300,2070
53,26477,CBPF-ETH-23-S-INGO-26477,2,2023,2,4,10,14872,12641.2,40,36
53,26481,CBPF-ETH-23-S-INGO-26481,2,2023,2,1,4,19500,16575,500,450
53,26481,CBPF-ETH-23-S-INGO-26481,2,2023,2,4,10,171750,145987.5,500,450
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,1,3,9965,8470.25,500,450
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,1,3,57531,48901.35,1270,1143
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,1,4,28782,24464.7,738,664
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,1,10,5436,4620.6,100,90
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,1,10,16308,13861.8,300,270
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,1,10,27180,23103,500,450
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,2,9,10600,9010,780,702
53,26482,CBPF-ETH-23-S-INGO-26482,2,2023,2,3,10,28540,24259,250,225
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,2,1,3,55000,46750,550,495
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,2,2,9,2400,2040,20,18
53,26484,CBPF-ETH-23-S-INGO-26484,2,2023,2,3,10,50152,42629.2,75,68
53,26494,CBPF-ETH-23-S-INGO-26494,2,2023,2,1,7,9056,7697.6,25,23
53,26494,CBPF-ETH-23-S-INGO-26494,2,2023,2,1,9,28728,24418.8,1050,945
53,26494,CBPF-ETH-23-S-INGO-26494,2,2023,2,3,9,40755,34641.75,1200,1080
53,26504,CBPF-ETH-23-S-INGO-26504,2,2023,2,2,9,27291,23197.35,360,324
53,26505,CBPF-ETH-23-S-INGO-26505,2,2023,2,3,4,54432,46267.2,120,108
53,26505,CBPF-ETH-23-S-INGO-26505,2,2023,2,3,10,10230,8695.5,62,56
53,26531,CBPF-ETH-23-S-INGO-26531,2,2023,2,3,15,267696,227541.6,4680,4212
