FundType,PFId,PrjCode,AllSrc,PrjTitle,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLocBenClustAgg1,AdmLocCord1,AdmLocClustBdg1,AYr,PrjCycleStatus
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,North Darfur,188057##195733##125371##130489,"15.76619690,24.90422080",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,North Kordofan,188057##195733##125371##130489,"13.83064410,29.41793240",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,Northern,188057##195733##125371##130489,"18.44489630,30.15893030",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,Red Sea,188057##195733##125371##130489,"19.45560630,35.21484690",216000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,South Darfur,188057##195733##125371##130489,"11.64886390,24.90422080",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,South Kordofan,188057##195733##125371##130489,"11.19901920,29.41793240",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,West Darfur,188057##195733##125371##130489,"12.84635610,23.00119890",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,West Kordofan,188057##195733##125371##130489,"11.89871900,28.12255600",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/RE/FSL/UN/15715,1,Strengthening Desert Locust Surveillance and Control Operations to Prevent and Mitigating the Impact of outbreaks on Food Security and Rural Livelihoods in Sudan.,6,100,69##70##,White Nile,188057##195731##125377##130483,"13.24038810,32.53727410",168000,2020,Under Final Reporting
CBPF,15,SUD-20/HSD20/SA1/FSL/UN/16511,2,Addressing  the  food security and livelihood needs for the vulnerable population  in Abuhojar locality in Sennar state.,6,100,69##70##,Sennar,28547##29713##19031##19809,"13.56746900,33.56720450",400000,2020,Under Final Reporting
CBPF,15,SUD-21/HSD20/RA2/FSL/UN/18096,1,"Provision of animal health services and support to fight against desert locust in Yabus area, Kurmuk locality, Blue Nile state, Sudan",6,100,69##70##,Blue Nile,2940##3060##1960##2040,"11.58600780,34.15319470",115000,2021,Under Final Reporting
CBPF,17,CAR-20/HCF10/RA3/FSEC/UN/16714,1,Réponse d’urgence au renforcement des capacités de production alimentaire en faveur des ménages les plus vulnérables face au COVID-19 dans la sous-préfecture de Bria et à Bangui et ses environs,6,100,67##68##,Bangui,1594##1660##2391##2490,"4.36670000,18.58330000",234646.86,2020,Sous rapportage final
CBPF,17,CAR-20/HCF10/RA3/FSEC/UN/16714,1,Réponse d’urgence au renforcement des capacités de production alimentaire en faveur des ménages les plus vulnérables face au COVID-19 dans la sous-préfecture de Bria et à Bangui et ses environs,6,100,67##68##,Bangui,1595##1659##2392##2489,"4.36670000,18.58330000",234646.86,2020,Sous rapportage final
CBPF,17,CAR-20/HCF10/RA3/FSEC/UN/16714,1,Réponse d’urgence au renforcement des capacités de production alimentaire en faveur des ménages les plus vulnérables face au COVID-19 dans la sous-préfecture de Bria et à Bangui et ses environs,6,100,67##68##,Haute Kotto,2018##2100##3027##3150,"7.00000000,23.00000000",300040.24,2020,Sous rapportage final
CBPF,17,CAR-20/HCF10/SA1/FSEC/UN/17723,2,Appui d’urgence au renforcement des capacités de production alimentaire et l’amélioration de la sécurité alimentaire des ménages vulnérables affectés par les crises à Bangui,6,100,67##68##,Bangui,5032##5238##7549##7856,"4.36670000,18.58330000",744000,2020,Sous rapportage final
CBPF,19,CBPF-SSD-23-R-UN-25403,1,Early action livelihood intervention to prevent and mitigate impacts of expected floods in Unity and Upper Nile States of South Sudan,6,100,101##102##,Unity,10200##17000##3400##3400,"8.92772110,29.78892480",400000,2023,TR Draft
CBPF,19,CBPF-SSD-23-R-UN-25403,1,Early action livelihood intervention to prevent and mitigate impacts of expected floods in Unity and Upper Nile States of South Sudan,6,100,101##102##,Upper Nile,15000##25000##5000##5000,"9.88942020,32.71813750",600000,2023,TR Draft
CBPF,19,SSD-20/HSS10/RA3/FSL/UN/18049,1,"Emergency Livelihood Scale Up Response for the most vulnerable food-insecure populations of Pibor, Akobo, Aweil South, Tonj North, Tonj South, Tonj East Counties of South Sudan",6,100,71##72##,Jonglei,18000##30000##6000##6000,"7.18196190,32.35609520",400000.03,2020,Under Final Reporting
CBPF,19,SSD-20/HSS10/RA3/FSL/UN/18049,1,"Emergency Livelihood Scale Up Response for the most vulnerable food-insecure populations of Pibor, Akobo, Aweil South, Tonj North, Tonj South, Tonj East Counties of South Sudan",6,100,71##72##,Northern Bahr el Ghazal,10800##18000##3600##3600,"8.53604490,26.79678490",240000.02,2020,Under Final Reporting
CBPF,19,SSD-20/HSS10/RA3/FSL/UN/18049,1,"Emergency Livelihood Scale Up Response for the most vulnerable food-insecure populations of Pibor, Akobo, Aweil South, Tonj North, Tonj South, Tonj East Counties of South Sudan",6,100,71##72##,Warrap,10800##18000##3600##3600,"8.22093080,28.85968040",240000.02,2020,Under Final Reporting
CBPF,19,SSD-20/HSS10/RA3/FSL/UN/18049,1,"Emergency Livelihood Scale Up Response for the most vulnerable food-insecure populations of Pibor, Akobo, Aweil South, Tonj North, Tonj South, Tonj East Counties of South Sudan",6,100,71##72##,Warrap,14400##24000##4800##4800,"8.22093080,28.85968040",320000.02,2020,Under Final Reporting
CBPF,19,SSD-20/HSS10/RA3/FSL/UN/18049,1,"Emergency Livelihood Scale Up Response for the most vulnerable food-insecure populations of Pibor, Akobo, Aweil South, Tonj North, Tonj South, Tonj East Counties of South Sudan",6,100,71##72##,Warrap,18000##30000##6000##6000,"8.22093080,28.85968040",400000.03,2020,Under Final Reporting
CBPF,19,SSD-21/HSS10/SA1/FSL/UN/19736,2,"Envelope 1: Support for people affected by food insecurity in IPC 4 and 5 areas - Duk, Twic East, Bor South, Jonglei State and Rumbek North, Lakes State, South Sudan.",6,100,71##72##,Jonglei,31310##52185##10438##10437,"7.18196190,32.35609520",259922.53,2021,Under Final Reporting
CBPF,19,SSD-21/HSS10/SA1/FSL/UN/19736,2,"Envelope 1: Support for people affected by food insecurity in IPC 4 and 5 areas - Duk, Twic East, Bor South, Jonglei State and Rumbek North, Lakes State, South Sudan.",6,100,71##72##,Jonglei,5145##14920##3740##11145,"7.18196190,32.35609520",84974.67,2021,Under Final Reporting
CBPF,19,SSD-21/HSS10/SA1/FSL/UN/19736,2,"Envelope 1: Support for people affected by food insecurity in IPC 4 and 5 areas - Duk, Twic East, Bor South, Jonglei State and Rumbek North, Lakes State, South Sudan.",6,100,71##72##,Jonglei,7846##9590##11770##14384,"7.18196190,32.35609520",109967.22,2021,Under Final Reporting
CBPF,19,SSD-21/HSS10/SA1/FSL/UN/19736,2,"Envelope 1: Support for people affected by food insecurity in IPC 4 and 5 areas - Duk, Twic East, Bor South, Jonglei State and Rumbek North, Lakes State, South Sudan.",6,100,71##72##,Lakes,6384##14898##0##0,"6.60307990,29.97405340",44986.59,2021,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,1025##1111##256##278,"7.18196190,32.35609520",25150.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,1643##1780##411##444,"7.18196190,32.35609520",25150.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,2966##3205##716##776,"7.18196190,32.35609520",25500.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,415##449##104##112,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,438##475##110##117,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,461##499##125##115,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,484##525##121##130,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,546##575##85##94,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,576##624##144##156,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,664##719##166##180,"7.18196190,32.35609520",25500.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,714##774##179##193,"7.18196190,32.35609520",25500.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Jonglei,737##799##184##200,"7.18196190,32.35609520",18000.01,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Upper Nile,1020##1013##1445##1022,"9.88942020,32.71813750",41200.02,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Upper Nile,1067##1058##1511##1068,"9.88942020,32.71813750",41200.02,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Upper Nile,1320##1310##1868##1322,"9.88942020,32.71813750",41200.02,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Upper Nile,737##732##1044##739,"9.88942020,32.71813750",41200.02,2022,Under Final Reporting
CBPF,19,SSD-22/HSS10/RA5/FSL/UN/23890,1,"Emergency Livelihood Scale Up Response for the most food-insecure populations of Malakal, Fangak, and Canal/Pigi Counties of South Sudan",6,100,101##102##103##,Upper Nile,775##770##1098##777,"9.88942020,32.71813750",41200.02,2022,Under Final Reporting
CBPF,24,DRC-20/HCG10/SA1/FSEC/UN/16837,2,"Assistance multisectorielle pour un accès durable aux services aux services vitaux de gestion des cas de violences basées sur le genre, à promouvoir l’autonomisation juridique et socio-économique des femmes et des filles et à la sécurité alimentaire de 2 800  ménages déplacés et familles d’accueil en territoire de Miabi et Kabeya Kamuanga",6,100,65##66##,Kasai Oriental,2685##3528##672##1551,"-6.15003200,23.60000000",810211.33,2020,Sous rapportage final
CBPF,24,DRC-20/HCG10/SA1/FSEC/UN/16837,2,"Assistance multisectorielle pour un accès durable aux services aux services vitaux de gestion des cas de violences basées sur le genre, à promouvoir l’autonomisation juridique et socio-économique des femmes et des filles et à la sécurité alimentaire de 2 800  ménages déplacés et familles d’accueil en territoire de Miabi et Kabeya Kamuanga",6,100,65##66##,Kasai Oriental,2686##3528##672##1473,"-6.15003200,23.60000000",810211.33,2020,Sous rapportage final
CBPF,24,DRC-21/HCG10/RA3/FSEC/UN/20129,1,Réponse aux besoins urgents et persistant  en sécurité alimentaire dans la province de l'Ituri et le territoire de Beni,6,100,65##66##80##,Ituri,1059##1587##705##1059,"1.56248900,30.24842700",0,2021,Sous rapportage final
CBPF,24,DRC-21/HCG10/RA3/FSEC/UN/20129,1,Réponse aux besoins urgents et persistant  en sécurité alimentaire dans la province de l'Ituri et le territoire de Beni,6,100,65##66##80##,Ituri,2923##4385##1949##2923,"1.56248900,30.24842700",1003300.26,2021,Sous rapportage final
CBPF,24,DRC-21/HCG10/RA3/FSEC/UN/20129,1,Réponse aux besoins urgents et persistant  en sécurité alimentaire dans la province de l'Ituri et le territoire de Beni,6,100,65##66##80##,Nord-Kivu,1058##1588##706##1058,"-1.68820000,29.23710000",266700.07,2021,Sous rapportage final
CBPF,24,DRC-21/HCG10/RA4/FSEC-NUT-PROT/UN/21132,1,Réduction de la vulnérabilités et amélioration des conditions des vies des personnes vulnérables affectées par la crise dans les zones de santé de Minembwe (Territoire de Fizi) et de Mwenga (Territore de Mwenga) au Sud Kivu,6|||9|||10,60.00|||25.00|||15.00,65##66##80##,Sud-Kivu,1296##1944##865##1297|||540##810##360##541|||325##487##216##325,"-2.50002100,28.86666700",538659.58|||224441.49|||134664.89,2021,Sous rapportage final
CBPF,24,DRC-21/HCG10/RA4/FSEC-NUT-PROT/UN/21132,1,Réduction de la vulnérabilités et amélioration des conditions des vies des personnes vulnérables affectées par la crise dans les zones de santé de Minembwe (Territoire de Fizi) et de Mwenga (Territore de Mwenga) au Sud Kivu,6|||9|||10,60.00|||25.00|||15.00,65##66##80##,Sud-Kivu,864##1297##576##864|||360##541##241##360|||216##325##144##216,"-2.50002100,28.86666700",359106.38|||149627.66|||89776.60,2021,Sous rapportage final
CBPF,24,DRC-22/HCG10/SA1/FSEC/UN/22391,2,"Réponses aux besoins alimentaires urgent des personnes affectées par l'insécurité alimentaire et reconstitution des moyens d'existence dans les zones de santé de Rethy (Ituri, territoire de Djugu) et Mutwanga (Nord Kivu, territoire de Beni)",6,100,65##66##80##,Ituri,1440##2160##960##1440,"1.56248900,30.24842700",453481.25,2022,Mise en oeuvre & rapportage
CBPF,24,DRC-22/HCG10/SA1/FSEC/UN/22391,2,"Réponses aux besoins alimentaires urgent des personnes affectées par l'insécurité alimentaire et reconstitution des moyens d'existence dans les zones de santé de Rethy (Ituri, territoire de Djugu) et Mutwanga (Nord Kivu, territoire de Beni)",6,100,65##66##80##,Nord-Kivu,2880##4320##1920##2880,"-1.68820000,29.23710000",920704.35,2022,Mise en oeuvre & rapportage
CBPF,53,ETH-16/DDA-3379/CP/A/UN/2526,2,"Emergency seed support to enhance food security and nutrition of drought-affected households in Amhara, Oromia and Tigray Regions",6,100,34##35##36##,Amhara,4795##6850##10412##12193,"11.56495248,38.04353615",259997.418,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/CP/A/UN/2526,2,"Emergency seed support to enhance food security and nutrition of drought-affected households in Amhara, Oromia and Tigray Regions",6,100,34##35##36##,Amhara,4795##6850##10412##12193,"11.56495248,38.04353615",259997.418,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/CP/A/UN/2526,2,"Emergency seed support to enhance food security and nutrition of drought-affected households in Amhara, Oromia and Tigray Regions",6,100,34##35##36##,Oromia,4795##6850##10412##12193,"7.50798643,38.76521270",259997.418,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/CP/A/UN/2526,2,"Emergency seed support to enhance food security and nutrition of drought-affected households in Amhara, Oromia and Tigray Regions",6,100,34##35##36##,Tigray,4795##6850##10412##12193,"13.77711474,38.43867332",259997.418,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Amhara,2630##3750##5700##6680,"11.56495248,38.04353615",149584.031,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Amhara,2362##3375##5130##6007,"11.56495248,38.04353615",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Amhara,2362##3375##5130##6007,"11.56495248,38.04353615",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Oromia,2362##3375##5130##6007,"7.50798643,38.76521270",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Oromia,2362##3375##5130##6007,"7.50798643,38.76521270",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Oromia,2362##3375##5130##6007,"7.50798643,38.76521270",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,SNNPR,2362##3375##5130##6007,"6.46580872,36.80646946",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,SNNPR,2362##3375##5130##6007,"6.46580872,36.80646946",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,SNNPR,2362##3375##5130##6007,"6.46580872,36.80646946",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Tigray,2362##3375##5130##6007,"13.77711474,38.43867332",134625.628,2016,Project Closed
CBPF,53,ETH-16/DDA-3379/RB/A/UN/3133,2,"Emergency time-critical seed support for the Meher planting season to drought-affected smallholder farming communities in Amhara, Oromiya, SNNP and Tigray Regions of Ethiopia.",6,100,34##35##36##,Tigray,2362##3375##5130##6007,"13.77711474,38.43867332",134625.628,2016,Project Closed
CBPF,53,ETH-17/DDA-3379/CP/A/UN/4452,2,Livelihood interventions to safeguard and revitalize livestock-based communities prone to drought in south and southeastern Ethiopia,6,100,34##35##36##,SNNPR,7875##7875##0##0,"6.46580872,36.80646946",135000.658,2017,Project Closed
CBPF,53,ETH-17/DDA-3379/CP/A/UN/4452,2,Livelihood interventions to safeguard and revitalize livestock-based communities prone to drought in south and southeastern Ethiopia,6,100,34##35##36##,SNNPR,10500##10500##0##0,"6.46580872,36.80646946",180000.878,2017,Project Closed
CBPF,53,ETH-17/DDA-3379/CP/A/UN/4452,2,Livelihood interventions to safeguard and revitalize livestock-based communities prone to drought in south and southeastern Ethiopia,6,100,34##35##36##,SNNPR,34125##34125##0##0,"6.46580872,36.80646946",585002.853,2017,Project Closed
