FundId,PFId,PrjCode,AllSrc,PrjTitle,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLoc2,AdmLoc3,AdmLoc4,AdmLoc5,AdmLoc6,AdmLocBenClustAgg1,AdmLocBenClustAgg2,AdmLocBenClustAgg3,AdmLocBenClustAgg4,AdmLocBenClustAgg5,AdmLocBenClustAgg6,AdmLocCord1,AdmLocCord2,AdmLocCord3,AdmLocCord4,AdmLocCord5,AdmLocCord6,AdmLocClustBdg1,AdmLocClustBdg2,AdmLocClustBdg3,AdmLocClustBdg4,AdmLocClustBdg5,AdmLocClustBdg6,AYr,ProcessStatus,SubIPName
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,North Kordofan,,,,,,236##456##530##539,,,,,,"13.83064410,29.41793240",,,,,,21186.41,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,Northern,,,,,,184##355##412##419,,,,,,"18.44489630,30.15893030",,,,,,16515.92,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,Red Sea,,,,,,283##548##637##647,,,,,,"19.45560630,35.21484690",,,,,,25450.76,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,Sennar,,,,,,308##596##692##704,,,,,,"13.56746900,33.56720450",,,,,,27684.47,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,South Darfur,,,,,,899##1738##2019##2054,,,,,,"11.64886390,24.90422080",,,,,,80752.02,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,South Kordofan,,,,,,645##1246##1447##1472,,,,,,"11.19901920,29.41793240",,,,,,57873.41,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,West Darfur,,,,,,310##600##696##709,,,,,,"12.84635610,23.00119890",,,,,,27887.54,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,West Kordofan,,,,,,537##1038##1206##1224,,,,,,"11.89871900,28.12255600",,,,,,48194,,,,,,2020,Project Closed,Org1
1,15,SUD-20/HSD20/RA 3/CCS/UN/17190,1,2020 Multi Sector Needs Assessment to inform the HNO and HRP processes in Sudan,12,100,69##,White Nile,,,,,,379##733##852##866,,,,,,"13.24038810,32.53727410",,,,,,34047.16,,,,,,2020,Project Closed,Org1
1,21,SOM-20/3485/RA1/EP/INGO/17946,1,Support to the Somalia NGO Consortium,13,100,1##,Banadir,,,,,,50##0##0##0,,,,,,"2.11500000,45.46700000",,,,,,195000,,,,,,2020,Under Audit,Org2
1,21,SOM-20/3485/RA1/EP/INGO/17946,1,Support to the Somalia NGO Consortium,13,100,1##,Woqooyi Galbeed,,,,,,0##50##0##0,,,,,,"9.75500000,43.91000000",,,,,,195000,,,,,,2020,Under Audit,Org2
1,24,DRC-20/HCG10/RA7/NFI-PROT/INGO/17990,1,Appui Ã  la coordination des Clusters Protection et Abris/AME en RDC,4|||10,30.00|||70.00,65##,Kasai,,,,,,13##0##0##0|||12##0##0##0,,,,,,"-6.42357200,20.79535900",,,,,,36513.82|||36513.82,,,,,,2020,Project Closed,Org3
1,24,DRC-20/HCG10/RA7/NFI-PROT/INGO/17990,1,Appui Ã  la coordination des Clusters Protection et Abris/AME en RDC,4|||10,30.00|||70.00,65##,Kinshasa,,,,,,13##0##0##0|||12##0##0##0,,,,,,"-4.33950200,15.30948300",,,,,,36513.82|||36513.82,,,,,,2020,Project Closed,Org3
1,24,DRC-20/HCG10/RA7/NFI-PROT/INGO/17990,1,Appui Ã  la coordination des Clusters Protection et Abris/AME en RDC,4|||10,30.00|||70.00,65##,Nord-Kivu,,,,,,28##0##0##0|||27##0##0##0,,,,,,"-1.68820000,29.23710000",,,,,,73027.63|||73027.63,,,,,,2020,Project Closed,Org3
1,24,DRC-20/HCG10/RA7/NFI-PROT/INGO/17990,1,Appui Ã  la coordination des Clusters Protection et Abris/AME en RDC,4|||10,30.00|||70.00,65##,Sud-Kivu,,,,,,10##0##0##0|||9##0##0##0,,,,,,"-2.50002100,28.86666700",,,,,,36513.82|||36513.82,,,,,,2020,Project Closed,Org3
1,24,DRC-20/HCG10/RA7/NUT/INGO/17987,1,IM &amp; Co-facilitateur Cluster Nutrition RDC,9,100,65##,Kinshasa,,,,,,57##0##0##0,,,,,,"-4.33950200,15.30948300",,,,,,187999.98,,,,,,2020,Project Closed,Org4
1,24,DRC-20/HCG10/RA7/PROT/NGO/17986,1,"Appui Ã  lâ€™amÃ©lioration de fonctionnement du GTPE Ituri : Coordination dâ€™activitÃ©s humanitaires, co-facilitation et gestion de lâ€™information",10,100,65##,Ituri,,,,,,52##52##0##0,,,,,,"1.56248900,30.24842700",,,,,,50000.01,,,,,,2020,Project Closed,Org4
1,24,DRC-20/HCG10/RA7/PROT/NGO/18000,1,Renforcement de la coordination sectorielle au travers la co-facilitation dans le hub rÃ©gional nord est et la gestion d'information au sein du Sous Cluster VBG,10,100,65##,Kinshasa,,,,,,5##5##0##0,,,,,,"-4.33950200,15.30948300",,,,,,58081.74,,,,,,2020,Project Closed,Org5
1,24,DRC-20/HCG10/RA7/PROT/NGO/18000,1,Renforcement de la coordination sectorielle au travers la co-facilitation dans le hub rÃ©gional nord est et la gestion d'information au sein du Sous Cluster VBG,10,100,65##,Nord-Kivu,,,,,,10##15##0##0,,,,,,"-1.68820000,29.23710000",,,,,,135524.06,,,,,,2020,Project Closed,Org6
1,24,DRC-20/HCG10/RA7/WaSH/INGO/17984,1,Renforcement de la Coordination du Cluster EHA National et des Sous Clusters RÃ©gionaux de la RDC Ã  travers la Co-facilitation et la Gestion de lâ€™Information dÃ©diÃ©es,11,100,65##,Kinshasa,,,,,,100##0##0##0,,,,,,"-4.33950200,15.30948300",,,,,,290050.08,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA1/WASH-H-NFI/ES-P/UN/16884,1,Responding to the Humanitarian Needs of Vulnerable Ethiopian Deportees and Returnees and Contributing to Mitigating and preventing the spread of COVID-19 in Quarantine Facilities,4|||7|||10|||11,33.00|||23.00|||17.00|||27.00,73##,Addis Ababa,,,,,,619##260##79##42|||619##260##79##42|||284##120##36##20|||619##260##79##42,,,,,,"8.98048300,38.78553835",,,,,,82136.73|||57255.90|||42267.44|||67148.28,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/H-WASH-NFI/ES-P/INGO/17963,1,"SWAN (Save the Children, World Vision, Action Against Hunger, Norwegian Refugee Council) Multi-sectoral integrated response in WASH, Protection, Health and ES/NFI",4|||7|||10|||11,31.00|||32.00|||6.00|||31.00,73##,Tigray,,,,,,77976##120054##78361##88169|||80492##123927##80888##91013|||15092##23236##15167##17065|||77976##120054##78361##88169,,,,,,"13.77711621,38.43867503",,,,,,2634999.98|||2719999.98|||510000.00|||2634999.98,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/L/UN/17947,1,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Afar,,,,,,8##0##0##0,,,,,,"12.03628232,40.77273098",,,,,,666599.9,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/L/UN/17947,1,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Amhara,,,,,,9##0##0##0,,,,,,"11.56495271,38.04353749",,,,,,666599.9,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/L/UN/17947,1,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Tigray,,,,,,8##0##0##0,,,,,,"13.77711621,38.43867503",,,,,,666799.9,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Addis Ababa,,,,,,3##0##0##0,,,,,,"8.98048300,38.78553835",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Afar,,,,,,2##0##0##0,,,,,,"12.03628232,40.77273098",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Amhara,,,,,,2##0##0##0,,,,,,"11.56495271,38.04353749",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Benishangul Gumuz,,,,,,2##0##0##0,,,,,,"10.50292407,35.44030741",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Dire Dawa,,,,,,2##0##0##0,,,,,,"9.60626922,42.00302692",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Gambela,,,,,,2##0##0##0,,,,,,"7.68382482,34.33676950",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Harari,,,,,,2##0##0##0,,,,,,"9.28966002,42.17252587",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Oromia,,,,,,3##0##0##0,,,,,,"7.50805539,38.76512402",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,SNNP,,,,,,2##0##0##0,,,,,,"6.46546930,36.80636061",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Somali,,,,,,3##0##0##0,,,,,,"6.92946999,43.32903576",,,,,,181801.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Tigray,,,,,,2##0##0##0,,,,,,"13.77711621,38.43867503",,,,,,182001.39,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Addis Ababa,,,,,,3##0##0##0,,,,,,"8.98048300,38.78553835",,,,,,159999.98,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Afar,,,,,,3##0##0##0,,,,,,"12.03628232,40.77273098",,,,,,159999.98,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Amhara,,,,,,3##0##0##0,,,,,,"11.56495271,38.04353749",,,,,,39999.99,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Benishangul Gumuz,,,,,,2##0##0##0,,,,,,"10.50292407,35.44030741",,,,,,16000,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Dire Dawa,,,,,,2##0##0##0,,,,,,"9.60626922,42.00302692",,,,,,16000,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Gambela,,,,,,2##0##0##0,,,,,,"7.68382482,34.33676950",,,,,,16000,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Harari,,,,,,2##0##0##0,,,,,,"9.28966002,42.17252587",,,,,,80,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Oromia,,,,,,2##0##0##0,,,,,,"7.50805539,38.76512402",,,,,,119999.98,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,SNNP,,,,,,2##0##0##0,,,,,,"6.46546930,36.80636061",,,,,,16000,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Somali,,,,,,2##0##0##0,,,,,,"6.92946999,43.32903576",,,,,,119999.98,,,,,,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Tigray,,,,,,2##0##0##0,,,,,,"13.77711621,38.43867503",,,,,,135919.98,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/FS/NGO/17127,2,Reducing adverse affects of disasters on the lives and livelihoods of the vulnerable population  of district Pishin at Balochistan province.,6,100,28##,Balochistan,,,,,,3331##3694##5036##5439,,,,,,"28.32720000,65.89310000",,,,,,424132.92,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/FS/UN/17451,1,"Provision of lifesaving food assistance to households affected by floods in Umerkot , Sanghar , Karachi and Miprurkhas district of Sindh",6,100,28##,Sindh,,,,,,18980##18100##17550##16870,,,,,,"26.00970000,68.77360000",,,,,,500000.44,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Balochistan,,,,,,983##459##41##13,,,,,,"28.32720000,65.89310000",,,,,,47976.66,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Federal Capital Territory,,,,,,1556##669##64##20,,,,,,"33.67120000,73.12350000",,,,,,75963.05,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Khyber Pakhtunkhwa,,,,,,1638##705##67##21,,,,,,"34.48100000,72.09020000",,,,,,79961.1,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Punjab,,,,,,2047##845##84##27,,,,,,"30.81110000,72.14050000",,,,,,99951.38,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Sindh,,,,,,1965##845##81##26,,,,,,"26.00970000,68.77360000",,,,,,95953.32,,,,,,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/WASH/NGO/17450,1,"WASH Response to Rain Flood 2020 Affected Population of  District Mirpurkhas - Sindh, Pakistan",11,100,28##,Sindh,,,,,,11549##10927##19869##18905,,,,,,"26.00970000,68.77360000",,,,,,199992.14,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Aleppo,,,,,,87##90##55##58,,,,,,"36.20601300,37.15242000",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Al-Hasakeh,,,,,,87##90##55##58,,,,,,"36.50537500,40.74289900",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Ar-Raqqa,,,,,,87##90##55##58,,,,,,"35.95307500,39.00606200",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,As-Sweida,,,,,,87##90##55##58,,,,,,"32.70681100,36.56799100",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Damascus,,,,,,522##540##330##348,,,,,,"33.51717500,36.27671000",,,,,,24275.26,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Dar'a,,,,,,87##90##55##58,,,,,,"32.62410200,36.10494400",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Deir-ez-Zor,,,,,,87##90##55##58,,,,,,"35.33188500,40.14607100",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Hama,,,,,,522##540##330##348,,,,,,"35.13374200,36.76129100",,,,,,24275.26,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Homs,,,,,,696##720##440##464,,,,,,"34.72996100,36.71973100",,,,,,32367.01,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Lattakia,,,,,,261##270##165##174,,,,,,"35.53914900,35.78956900",,,,,,12137.63,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Quneitra,,,,,,87##90##55##58,,,,,,"33.08619600,35.87256000",,,,,,4045.88,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Rural Damascus,,,,,,5829##6030##3685##3886,,,,,,"33.32451400,36.21611100",,,,,,271073.69,,,,,,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Tartous,,,,,,261##270##165##174,,,,,,"34.88661400,35.89334900",,,,,,12137.63,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Abyan,,,,,,526943##502509##0##0,,,,,,"13.69554850,46.50340692",,,,,,5860634.38,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Aden,,,,,,5513##4925##0##0,,,,,,"12.84865928,45.00201169",,,,,,1075169.62,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Bayda,,,,,,43##28##0##0,,,,,,"14.21742373,45.55495025",,,,,,169595.21,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Dhale'e,,,,,,42##28##0##0,,,,,,"13.85996808,44.67423913",,,,,,167995.25,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Hudaydah,,,,,,255##237##0##0,,,,,,"15.00062889,43.04031959",,,,,,286391.91,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Jawf,,,,,,38##26##0##0,,,,,,"16.76813934,46.01014819",,,,,,153595.66,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Maharah,,,,,,65##44##0##0,,,,,,"16.59344354,51.59013758",,,,,,260792.63,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Mahwit,,,,,,91##60##0##0,,,,,,"15.40140161,43.59523566",,,,,,361589.78,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Amanat Al Asimah,,,,,,309##206##0##0,,,,,,"15.36598719,44.20206450",,,,,,1235165.09,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Amran,,,,,,151##101##0##0,,,,,,"16.35709040,43.87269369",,,,,,604782.91,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Dhamar,,,,,,92##61##0##0,,,,,,"14.50737016,44.42760976",,,,,,366389.65,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Hadramaut,,,,,,523##349##0##0,,,,,,"16.80924424,48.84638589",,,,,,2091140.9,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Hajjah,,,,,,104##69##0##0,,,,,,"16.27488061,43.11225315",,,,,,414388.29,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Ibb,,,,,,262##241##0##0,,,,,,"14.05521633,44.26319019",,,,,,313591.14,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Lahj,,,,,,193##129##0##0,,,,,,"12.96593663,44.41733354",,,,,,771178.21,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Marib,,,,,,91##61##0##0,,,,,,"15.56841151,45.76081505",,,,,,364789.69,,,,,,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Raymah,,,,,,19##12##0##0,,,,,,"14.59985617,43.68772167",,,,,,73597.92,,,,,,2020,Project Closed,
