FundType,PFId,PrjCode,AllSrc,PrjTitle,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLocBenClustAgg1,AdmLocCord1,AdmLocClustBdg1,AYr,PrjCycleStatus
CBPF,64,CBPF-YEM-23-R-INGO-24997,1,"Provision of emergency flood preparedness and response support across CCCM, Shelter/NFI and WASH sectors for the most vulnerable and at-risk displaced populations in Marib, Al Hodeidah and Hajjah",1|||4|||11,46.00|||33.00|||21.00,31##32##,Marib,95##95##143##143|||0##0##0##0|||0##0##0##0,"15.56841151,45.76081505",7737.19|||0.00|||0.00,2023,Implementation & Reporting
CBPF,64,CBPF-YEM-23-R-NGO-25033,1," Emergency Support and Life-Saving Assistance to Flood-Affected Populations in Taiz Governorate through Multi-Sectoral Shelter/NFI, WASH and CCCM project.  ",1|||4|||11,19.00|||53.00|||28.00,31##32##,Taizz,0##0##0##0|||0##0##0##0|||23510##24468##35265##36708,"13.39753802,43.68772167",0.00|||0.00|||94684.89,2023,Implementation & Reporting
CBPF,64,CBPF-YEM-23-R-NGO-25033,1," Emergency Support and Life-Saving Assistance to Flood-Affected Populations in Taiz Governorate through Multi-Sectoral Shelter/NFI, WASH and CCCM project.  ",1|||4|||11,19.00|||53.00|||28.00,31##32##,Taizz,0##0##0##0|||0##0##0##0|||6849##7128##10272##10690,"13.39753802,43.68772167",0.00|||0.00|||36295.87,2023,Implementation & Reporting
CBPF,64,CBPF-YEM-23-R-NGO-25033,1," Emergency Support and Life-Saving Assistance to Flood-Affected Populations in Taiz Governorate through Multi-Sectoral Shelter/NFI, WASH and CCCM project.  ",1|||4|||11,19.00|||53.00|||28.00,31##32##,Taizz,0##0##0##0|||681##698##677##646|||1020##1062##1528##1590,"13.39753802,43.68772167",0.00|||186692.68|||64109.56,2023,Implementation & Reporting
CBPF,64,CBPF-YEM-23-R-NGO-25033,1," Emergency Support and Life-Saving Assistance to Flood-Affected Populations in Taiz Governorate through Multi-Sectoral Shelter/NFI, WASH and CCCM project.  ",1|||4|||11,19.00|||53.00|||28.00,31##32##,Taizz,1199##1247##1797##1868|||0##0##0##0|||0##0##0##0,"13.39753802,43.68772167",44707.61|||0.00|||0.00,2023,Implementation & Reporting
CBPF,64,CBPF-YEM-23-R-NGO-25033,1," Emergency Support and Life-Saving Assistance to Flood-Affected Populations in Taiz Governorate through Multi-Sectoral Shelter/NFI, WASH and CCCM project.  ",1|||4|||11,19.00|||53.00|||28.00,31##32##,Taizz,233##242##349##363|||0##0##0##0|||0##0##0##0,"13.39753802,43.68772167",44573.76|||0.00|||0.00,2023,Implementation & Reporting
CBPF,64,CBPF-YEM-23-R-NGO-25033,1," Emergency Support and Life-Saving Assistance to Flood-Affected Populations in Taiz Governorate through Multi-Sectoral Shelter/NFI, WASH and CCCM project.  ",1|||4|||11,19.00|||53.00|||28.00,31##32##,Taizz,363##378##545##566|||377##404##911##1006|||1186##731##1780##1854,"13.39753802,43.68772167",44573.76|||186692.68|||2169.86,2023,Implementation & Reporting
CBPF,64,YEM-15/3420/RA2/WASH/INGO/1511,1,"Comprehensive emergency Water, Sanitation and Hygiene in Al Jawf",11,100.00,31##32##,Al Jawf,297##297##577##577,"16.76813934,46.01014819",75000.856,2015,Project Closed
CBPF,64,YEM-15/3420/RA2/WASH/INGO/1511,1,"Comprehensive emergency Water, Sanitation and Hygiene in Al Jawf",11,100.00,31##32##,Al Jawf,1340##1340##2600##2600,"16.76813934,46.01014819",337503.852,2015,Project Closed
CBPF,64,YEM-15/3420/RA2/WASH/INGO/1511,1,"Comprehensive emergency Water, Sanitation and Hygiene in Al Jawf",11,100.00,31##32##,Al Jawf,743##743##1443##1443,"16.76813934,46.01014819",187502.140,2015,Project Closed
CBPF,64,YEM-15/3420/RA2/WASH/INGO/1511,1,"Comprehensive emergency Water, Sanitation and Hygiene in Al Jawf",11,100.00,31##32##,Al Jawf,595##595##1155##1155,"16.76813934,46.01014819",150001.712,2015,Project Closed
CBPF,64,YEM-15/3420/RA3/WASH/INGO/2027,1,Comprehensive emergency WASH in Al Dhale'e,11,100.00,31##32##,Al Dhale'e,1863##1841##1903##1711,"13.85996808,44.67423913",203765.335,2015,Project Closed
CBPF,64,YEM-15/3420/RA3/WASH/INGO/2027,1,Comprehensive emergency WASH in Al Dhale'e,11,100.00,31##32##,Al Dhale'e,1808##1786##1846##1658,"13.85996808,44.67423913",197772.237,2015,Project Closed
CBPF,64,YEM-15/3420/RA3/WASH/INGO/2027,1,Comprehensive emergency WASH in Al Dhale'e,11,100.00,31##32##,Al Dhale'e,1808##1786##1846##1658,"13.85996808,44.67423913",197772.237,2015,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##,Al Dhale'e,0##0##0##0|||0##0##0##0|||0##0##0##0,"13.85996808,44.67423913",0.000|||0.000|||0.000,2016,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##,Ibb,45##45##47##43|||135##135##141##130|||45##45##47##43,"14.05521633,44.26319019",7120.000|||21360.000|||7120.000,2016,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##33##,Ibb,45##45##47##43|||135##135##141##130|||45##45##47##43,"14.05521633,44.26319019",7120.000|||21360.000|||7120.000,2016,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##,Ibb,67##67##70##65|||203##203##211##196|||67##67##70##65,"14.05521633,44.26319019",10680.000|||32040.000|||10680.000,2016,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##33##,Ibb,226##226##235##217|||679##679##705##653|||226##226##235##217,"14.05521633,44.26319019",35600.000|||106800.000|||35600.000,2016,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##33##,Ibb,67##67##70##65|||203##203##211##196|||67##67##70##65,"14.05521633,44.26319019",10680.000|||32040.000|||10680.000,2016,Project Closed
CBPF,64,YEM-16/3420/1SA 2016/SHNFICCM-WASH-FSAC/INGO/2800,2,"Emergency shelter, WASH, and food assistance to vulnerable IDPs in Ibb and Al Dhale’e",4|||6|||11,20.00|||60.00|||20.00,31##32##,Ibb,679##679##705##653|||2048##2048##2121##1968|||679##679##705##653,"14.05521633,44.26319019",106800.000|||320400.000|||106800.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/Nutrition-Health/NGO/4235,2,Integrated Emergency Nutrition and Health Services in Ibb and Taiz Governorates,7|||9,59.00|||41.00,31##32##,Ibb,1570##2347##2492##2395|||1088##1629##1728##1662,"14.05521633,44.26319019",116353.418|||80855.765,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/Nutrition-Health/NGO/4235,2,Integrated Emergency Nutrition and Health Services in Ibb and Taiz Governorates,7|||9,59.00|||41.00,31##32##,Ibb,1520##2276##2414##2321|||1056##1581##1677##1613,"14.05521633,44.26319019",112931.259|||78477.654,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/Nutrition-Health/NGO/4235,2,Integrated Emergency Nutrition and Health Services in Ibb and Taiz Governorates,7|||9,59.00|||41.00,31##32##,Taizz,1520##2276##2414##2321|||1056##1581##1677##1613,"13.39753802,43.68772167",112931.259|||78477.654,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##,Al Hudaydah,1151##1151##1192##1105|||120##120##125##116|||256##256##267##246,"15.00062889,43.04031959",484500.003|||51680.000|||109820.001,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##,Al Hudaydah,466##466##485##447|||49##49##51##47|||105##105##109##101,"15.00062889,43.04031959",199500.001|||21280.000|||45220.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##,Al Hudaydah,466##466##485##447|||49##49##51##47|||105##105##109##101,"15.00062889,43.04031959",199500.001|||21280.000|||45220.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##,Ibb,333##333##346##319|||35##35##36##34|||75##75##78##72,"14.05521633,44.26319019",142500.001|||15200.000|||32300.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##,Ibb,866##866##901##831|||92##92##96##88|||196##196##204##188,"14.05521633,44.26319019",370500.002|||39520.000|||83980.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##33##,Ibb,866##866##901##831|||92##92##96##88|||196##196##204##188,"14.05521633,44.26319019",370500.002|||39520.000|||83980.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##,Raymah,1133##1132##1178##1087|||120##120##125##116|||256##256##267##246,"14.59985617,43.68772167",484500.003|||51680.000|||109820.001,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##,Sa'ada,466##466##485##447|||49##49##51##47|||105##105##109##101,"17.25112185,43.50274965",199500.001|||21280.000|||45220.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##,Sa'ada,399##399##415##383|||42##42##44##40|||90##90##94##87,"17.25112185,43.50274965",171000.001|||18240.000|||38760.000,2016,Project Closed
CBPF,64,YEM-16/3420/2SA 2016/SHNFICCM-WASH-FSAC/INGO/4209,2,Integrated shelter assistance for vulnerable households in Yemen,4|||6|||11,75.00|||8.00|||17.00,31##32##,Taizz,533##533##554##511|||56##56##59##54|||120##120##125##116,"13.39753802,43.68772167",228000.001|||24320.000|||51680.000,2016,Project Closed
CBPF,64,YEM-17/3420/1SA 2017/FSAC/NGO/6025,2,Food security response for most affected and vulnerable Households,6,100.00,31##32##,Ibb,989##1029##202##210,"14.05521633,44.26319019",165294.584,2017,Under Refund
CBPF,64,YEM-17/3420/1SA 2017/FSAC/NGO/6025,2,Food security response for most affected and vulnerable Households,6,100.00,31##32##,Taizz,989##1029##202##210,"13.39753802,43.68772167",165294.584,2017,Under Refund
CBPF,64,YEM-17/3420/1SA 2017/FSAC/NGO/6025,2,Food security response for most affected and vulnerable Households,6,100.00,31##32##,Taizz,1020##1062##210##219,"13.39753802,43.68772167",170303.511,2017,Under Refund
CBPF,64,YEM-17/3420/1SA 2017/Nutrition-Health/NGO/5933,2,integrated health and nutrition Project,7|||9,60.00|||40.00,31##32##,Ibb,4042##4207##828##861|||2695##2805##552##574,"14.05521633,44.26319019",148617.533|||99078.355,2017,Project Closed
CBPF,64,YEM-17/3420/1SA 2017/Nutrition-Health/NGO/5933,2,integrated health and nutrition Project,7|||9,60.00|||40.00,31##32##,Taizz,4042##4207##828##861|||2695##2805##552##574,"13.39753802,43.68772167",148617.533|||99078.355,2017,Project Closed
CBPF,64,YEM-17/3420/1SA 2017/Nutrition-Health/NGO/5933,2,integrated health and nutrition Project,7|||9,60.00|||40.00,31##32##,Taizz,4168##4336##854##891|||2776##2890##568##591,"13.39753802,43.68772167",153121.094|||102080.730,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/Health-WASH/NGO/6265,1,IYCY Scaling up Integrated Response to Chorea Outbreak in Taizz,7|||11,50.00|||50.00,31##32##,Taizz,761##1523##888##923|||761##1523##888##923,"13.39753802,43.68772167",25273.806|||25273.806,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/Health-WASH/NGO/6265,1,IYCY Scaling up Integrated Response to Chorea Outbreak in Taizz,7|||11,50.00|||50.00,31##32##,Taizz,1142##2284##1332##1385|||1142##2284##1332##1385,"13.39753802,43.68772167",37910.710|||37910.710,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/Health-WASH/NGO/6265,1,IYCY Scaling up Integrated Response to Chorea Outbreak in Taizz,7|||11,50.00|||50.00,31##32##,Taizz,380##761##444##461|||380##761##444##461,"13.39753802,43.68772167",12636.903|||12636.903,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/Health-WASH/NGO/6265,1,IYCY Scaling up Integrated Response to Chorea Outbreak in Taizz,7|||11,50.00|||50.00,31##32##,Taizz,761##1523##888##923|||761##1523##888##923,"13.39753802,43.68772167",25273.806|||25273.806,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/Health-WASH/NGO/6265,1,IYCY Scaling up Integrated Response to Chorea Outbreak in Taizz,7|||11,50.00|||50.00,31##32##,Taizz,2293##4573##2669##2775|||2284##4569##2664##2770,"13.39753802,43.68772167",75821.420|||75821.420,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/Health-WASH/NGO/6265,1,IYCY Scaling up Integrated Response to Chorea Outbreak in Taizz,7|||11,50.00|||50.00,31##32##,Taizz,2284##4569##2664##2770|||2284##4569##2664##2770,"13.39753802,43.68772167",75821.420|||75821.420,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/WASH/INGO/6272,1,"Cholera Response: Integrated WASH Assistance in three governorates of Yemen (Ibb, Al Dhale’e, Raymah)",11,100.00,31##,Al Dhale'e,9915##9526##12119##11643,"13.85996808,44.67423913",144000.000,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/WASH/INGO/6272,1,"Cholera Response: Integrated WASH Assistance in three governorates of Yemen (Ibb, Al Dhale’e, Raymah)",11,100.00,31##,Ibb,19831##19053##24238##23287,"14.05521633,44.26319019",288000.000,2017,Project Closed
CBPF,64,YEM-17/3420/2RA 2017/WASH/INGO/6272,1,"Cholera Response: Integrated WASH Assistance in three governorates of Yemen (Ibb, Al Dhale’e, Raymah)",11,100.00,31##,Raymah,25341##24348##30971##29758,"14.59985617,43.68772167",368000.000,2017,Project Closed
CBPF,64,YEM-17/3420/2SA 2017/FSAC/INGO/7158,2,Addressing the underlying causes of food insecurity and malnutrition through a coordinated food security package in Raymah,6,100.00,31##32##,Raymah,2205##2205##2744##2646,"14.59985617,43.68772167",851647.420,2017,Project Closed
CBPF,64,YEM-17/3420/2SA 2017/Health-Nutrition-FSAC/INGO/7160,2,"Integrated Health, Nutrition and Food Security Response for the most vulnerable in Hajjah governate (Envelope 1)",6|||7|||9,30.00|||40.00|||30.00,31##32##,Hajjah,1850##2685##1527##1467|||2472##3582##2040##1960|||1850##2685##1527##1467,"16.27488061,43.11225315",179689.289|||239585.718|||179689.289,2017,Project Closed
CBPF,64,YEM-17/3420/2SA 2017/Health-Nutrition-FSAC/INGO/7160,2,"Integrated Health, Nutrition and Food Security Response for the most vulnerable in Hajjah governate (Envelope 1)",6|||7|||9,30.00|||40.00|||30.00,31##32##,Hajjah,1387##2014##1145##1100|||1850##2685##1527##1467|||1387##2014##1145##1100,"16.27488061,43.11225315",134766.967|||179689.289|||134766.967,2017,Project Closed
CBPF,64,YEM-17/3420/2SA 2017/Health-Nutrition-FSAC/INGO/7160,2,"Integrated Health, Nutrition and Food Security Response for the most vulnerable in Hajjah governate (Envelope 1)",6|||7|||9,30.00|||40.00|||30.00,31##32##,Hajjah,1387##2014##1145##1100|||1850##2685##1527##1467|||1387##2014##1145##1100,"16.27488061,43.11225315",134766.967|||179689.289|||134766.967,2017,Project Closed
CBPF,64,YEM-17/3420/2SA 2017/Health-WASH/NGO/7080,2,Scaling up the Emergency Integrated Cholera Response in Taiz,7|||11,50.00|||50.00,31##32##,Taizz,619##625##682##1002|||619##625##682##1002,"13.39753802,43.68772167",22973.061|||22973.061,2017,Under Refund
CBPF,64,YEM-17/3420/2SA 2017/Health-WASH/NGO/7080,2,Scaling up the Emergency Integrated Cholera Response in Taiz,7|||11,50.00|||50.00,31##32##,Taizz,1245##1252##1374##2006|||1238##1250##1365##2004,"13.39753802,43.68772167",45946.121|||45946.121,2017,Under Refund
CBPF,64,YEM-17/3420/2SA 2017/Health-WASH/NGO/7080,2,Scaling up the Emergency Integrated Cholera Response in Taiz,7|||11,50.00|||50.00,31##32##,Taizz,1238##1250##1365##2004|||1238##1250##1365##2004,"13.39753802,43.68772167",45946.121|||45946.121,2017,Under Refund
CBPF,64,YEM-17/3420/2SA 2017/Health-WASH/NGO/7080,2,Scaling up the Emergency Integrated Cholera Response in Taiz,7|||11,50.00|||50.00,31##32##,Taizz,867##875##956##1402|||867##875##956##1402,"13.39753802,43.68772167",32162.285|||32162.285,2017,Under Refund
CBPF,64,YEM-17/3420/2SA 2017/Health-WASH/NGO/7080,2,Scaling up the Emergency Integrated Cholera Response in Taiz,7|||11,50.00|||50.00,31##32##,Taizz,1238##1250##1365##2004|||1238##1250##1365##2004,"13.39753802,43.68772167",45946.121|||45946.121,2017,Under Refund
CBPF,64,YEM-17/3420/2SA 2017/Health-WASH/NGO/7080,2,Scaling up the Emergency Integrated Cholera Response in Taiz,7|||11,50.00|||50.00,31##32##,Taizz,990##1000##1092##1603|||990##1000##1092##1603,"13.39753802,43.68772167",36756.897|||36756.897,2017,Under Refund
CBPF,64,YEM-17/3420/2SA 2017/Nutrition-Health-FSAC/NGO/6926,2,"Envelope 1: 'Integrated Nutrition,  Health and Food Project in Modhaikhera district of Ibb governorate and Shara'b Ar Rawnah district of Taiz governorate",6|||7|||9,50.00|||30.00|||20.00,31##32##,Ibb,1454##1513##2174##2265|||872##908##1304##1359|||581##605##869##906,"14.05521633,44.26319019",224995.769|||134997.461|||89998.307,2017,Project Closed
CBPF,64,YEM-17/3420/2SA 2017/Nutrition-Health-FSAC/NGO/6926,2,"Envelope 1: 'Integrated Nutrition,  Health and Food Project in Modhaikhera district of Ibb governorate and Shara'b Ar Rawnah district of Taiz governorate",6|||7|||9,50.00|||30.00|||20.00,31##32##,Taizz,3395##3533##5076##5285|||2035##2118##3043##3171|||1357##1412##2029##2114,"13.39753802,43.68772167",524990.127|||314994.076|||209996.051,2017,Project Closed
CBPF,64,YEM-17/3420/RA1 2017/Health-WASH/NGO/4537,1,TAIZ INTEGRATED EMERGENCY CHOLERA RESPONSE PROJECT (TIECR),7|||11,50.00|||50.00,31##32##,Taizz,275##295##675##694|||275##295##675##694,"13.39753802,43.68772167",12514.613|||12514.613,2017,Under Refund
CBPF,64,YEM-17/3420/RA1 2017/Health-WASH/NGO/4537,1,TAIZ INTEGRATED EMERGENCY CHOLERA RESPONSE PROJECT (TIECR),7|||11,50.00|||50.00,31##32##,Taizz,275##295##675##694|||275##295##675##694,"13.39753802,43.68772167",12514.613|||12514.613,2017,Under Refund
CBPF,64,YEM-17/3420/RA1 2017/Health-WASH/NGO/4537,1,TAIZ INTEGRATED EMERGENCY CHOLERA RESPONSE PROJECT (TIECR),7|||11,50.00|||50.00,31##32##,Taizz,275##295##675##694|||275##295##675##694,"13.39753802,43.68772167",12514.613|||12514.613,2017,Under Refund
CBPF,64,YEM-17/3420/RA1 2017/Health-WASH/NGO/4537,1,TAIZ INTEGRATED EMERGENCY CHOLERA RESPONSE PROJECT (TIECR),7|||11,50.00|||50.00,31##32##,Taizz,1109##1186##2709##2783|||1102##1181##2702##2778,"13.39753802,43.68772167",50058.452|||50058.452,2017,Under Refund
CBPF,64,YEM-17/3420/RA1 2017/Health-WASH/NGO/4537,1,TAIZ INTEGRATED EMERGENCY CHOLERA RESPONSE PROJECT (TIECR),7|||11,50.00|||50.00,31##32##,Taizz,826##886##2026##2083|||826##886##2026##2083,"13.39753802,43.68772167",37543.839|||37543.839,2017,Under Refund
CBPF,64,YEM-17/3420/RA1 2017/WASH/INGO/4533,1,Cholera Response:  Integrated WASH Assistance in Ibb and Al Hudaydah Governorates,11,100.00,31##,Al Hudaydah,41556##41491##43520##40249,"15.00062889,43.04031959",322529.262,2017,Project Closed
CBPF,64,YEM-17/3420/RA1 2017/WASH/INGO/4533,1,Cholera Response:  Integrated WASH Assistance in Ibb and Al Hudaydah Governorates,11,100.00,31##,Ibb,31349##31299##32830##30362,"14.05521633,44.26319019",243311.548,2017,Project Closed
CBPF,64,YEM-18/3420/RA1-2018/Health/NGO/9561,1,"Enhancement of Taizz  Governorate Health Preparedness Capacity in Maqbanah, Al Mukha, Al Wazi'iyah , Jabal Habashy, Shara'b Ar Rawnah, Mawza and At Tazya'ah districts.",7,100.00,31##32##,Taizz,1251##1608##1489##1608,"13.39753802,43.68772167",49775.595,2018,Under Audit
CBPF,64,YEM-18/3420/RA1-2018/Health/NGO/9561,1,"Enhancement of Taizz  Governorate Health Preparedness Capacity in Maqbanah, Al Mukha, Al Wazi'iyah , Jabal Habashy, Shara'b Ar Rawnah, Mawza and At Tazya'ah districts.",7,100.00,31##32##,Taizz,1251##1608##1489##1608,"13.39753802,43.68772167",49775.595,2018,Under Audit
CBPF,64,YEM-18/3420/RA1-2018/Health/NGO/9561,1,"Enhancement of Taizz  Governorate Health Preparedness Capacity in Maqbanah, Al Mukha, Al Wazi'iyah , Jabal Habashy, Shara'b Ar Rawnah, Mawza and At Tazya'ah districts.",7,100.00,31##32##,Taizz,1876##2412##2234##2412,"13.39753802,43.68772167",74663.393,2018,Under Audit
CBPF,64,YEM-18/3420/RA1-2018/Health/NGO/9561,1,"Enhancement of Taizz  Governorate Health Preparedness Capacity in Maqbanah, Al Mukha, Al Wazi'iyah , Jabal Habashy, Shara'b Ar Rawnah, Mawza and At Tazya'ah districts.",7,100.00,31##32##,Taizz,1251##1608##1489##1608,"13.39753802,43.68772167",49775.595,2018,Under Audit
