FundId,PFId,PrjCode,AllSrc,PrjTitle,ClstAgg,ClstPrct,AdmLocTypeIdAgg,AdmLoc1,AdmLocCord1,AdmLocClustBdg1,AYr,PrjCycleStatus,SubIPName
1,53,ETH-20/DDA-3379/RA1/WASH-H-NFI/ES-P/UN/16884,1,Responding to the Humanitarian Needs of Vulnerable Ethiopian Deportees and Returnees and Contributing to Mitigating and preventing the spread of COVID-19 in Quarantine Facilities,4|||7|||10|||11,33.00|||23.00|||17.00|||27.00,73##,Addis Ababa,"8.98048300,38.78553835",82136.73|||57255.90|||42267.44|||67148.28,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/H-WASH-NFI/ES-P/INGO/17963,1,"SWAN (Save the Children, World Vision, Action Against Hunger, Norwegian Refugee Council) Multi-sectoral integrated response in WASH, Protection, Health and ES/NFI",4|||7|||10|||11,31.00|||32.00|||6.00|||31.00,73##,Tigray,"13.77711621,38.43867503",2634999.98|||2719999.98|||510000.00|||2634999.98,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/L/UN/17947,1,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Afar,"12.03628232,40.77273098",666599.9,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/L/UN/17947,1,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Amhara,"11.56495271,38.04353749",666599.9,2020,Project Closed,
1,53,ETH-20/DDA-3379/RA2/L/UN/17947,1,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Tigray,"13.77711621,38.43867503",666799.9,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Addis Ababa,"8.98048300,38.78553835",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Afar,"12.03628232,40.77273098",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Amhara,"11.56495271,38.04353749",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Benishangul Gumuz,"10.50292407,35.44030741",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Dire Dawa,"9.60626922,42.00302692",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Gambela,"7.68382482,34.33676950",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Harari,"9.28966002,42.17252587",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Oromia,"7.50805539,38.76512402",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,SNNP,"6.46546930,36.80636061",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Somali,"6.92946999,43.32903576",181801.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA1/L/UN/15853,2,"Augmentation of logistics capacity, information management, coordination for the humanitarian community",8,100,73##,Tigray,"13.77711621,38.43867503",182001.39,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Addis Ababa,"8.98048300,38.78553835",159999.98,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Afar,"12.03628232,40.77273098",159999.98,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Amhara,"11.56495271,38.04353749",39999.99,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Benishangul Gumuz,"10.50292407,35.44030741",16000,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Dire Dawa,"9.60626922,42.00302692",16000,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Gambela,"7.68382482,34.33676950",16000,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Harari,"9.28966002,42.17252587",80,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Oromia,"7.50805539,38.76512402",119999.98,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,SNNP,"6.46546930,36.80636061",16000,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Somali,"6.92946999,43.32903576",119999.98,2020,Project Closed,
1,53,ETH-20/DDA-3379/SA2/L/UN/17387,2,"Augmentation of logistics capacity, information management,  coordination for the humanitarian community",8,100,73##,Tigray,"13.77711621,38.43867503",135919.98,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/FS/NGO/17127,2,Reducing adverse affects of disasters on the lives and livelihoods of the vulnerable population  of district Pishin at Balochistan province.,6,100,28##,Balochistan,"28.32720000,65.89310000",424132.92,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/FS/UN/17451,1,"Provision of lifesaving food assistance to households affected by floods in Umerkot , Sanghar , Karachi and Miprurkhas district of Sindh",6,100,28##,Sindh,"26.00970000,68.77360000",500000.44,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Balochistan,"28.32720000,65.89310000",47976.66,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Federal Capital Territory,"33.67120000,73.12350000",75963.05,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Khyber Pakhtunkhwa,"34.48100000,72.09020000",79961.1,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Punjab,"30.81110000,72.14050000",99951.38,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/H/UN/16119,1,Strengthening Molecular laboratory Capacity for  COVID-19 testing in Pakistan,7,100,28##,Sindh,"26.00970000,68.77360000",95953.32,2020,Project Closed,
1,60,PAK-20/DDA-3474/PAK/WASH/NGO/17450,1,"WASH Response to Rain Flood 2020 Affected Population of  District Mirpurkhas - Sindh, Pakistan",11,100,28##,Sindh,"26.00970000,68.77360000",199992.14,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Aleppo,"36.20601300,37.15242000",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Al-Hasakeh,"36.50537500,40.74289900",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Ar-Raqqa,"35.95307500,39.00606200",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,As-Sweida,"32.70681100,36.56799100",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Damascus,"33.51717500,36.27671000",24275.26,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Dar'a,"32.62410200,36.10494400",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Deir-ez-Zor,"35.33188500,40.14607100",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Hama,"35.13374200,36.76129100",24275.26,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Homs,"34.72996100,36.71973100",32367.01,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Lattakia,"35.53914900,35.78956900",12137.63,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Quneitra,"33.08619600,35.87256000",4045.88,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Rural Damascus,"33.32451400,36.21611100",271073.69,2020,Project Closed,
1,62,SYR-20/DDA-3558/COVID 19 Adhoc/COVID-19/UN/16328,1,Institutional Feeding Support to in Quarantine Centres,14,100,40##,Tartous,"34.88661400,35.89334900",12137.63,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Abyan,"13.69554850,46.50340692",5860634.38,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Aden,"12.84865928,45.00201169",1075169.62,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Bayda,"14.21742373,45.55495025",169595.21,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Dhale'e,"13.85996808,44.67423913",167995.25,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Hudaydah,"15.00062889,43.04031959",286391.91,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Jawf,"16.76813934,46.01014819",153595.66,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Maharah,"16.59344354,51.59013758",260792.63,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Al Mahwit,"15.40140161,43.59523566",361589.78,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Amanat Al Asimah,"15.36598719,44.20206450",1235165.09,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Amran,"16.35709040,43.87269369",604782.91,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Dhamar,"14.50737016,44.42760976",366389.65,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Hadramaut,"16.80924424,48.84638589",2091140.9,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Hajjah,"16.27488061,43.11225315",414388.29,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Ibb,"14.05521633,44.26319019",313591.14,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Lahj,"12.96593663,44.41733354",771178.21,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Marib,"15.56841151,45.76081505",364789.69,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Raymah,"14.59985617,43.68772167",73597.92,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Sa'ada,"17.25112185,43.50274965",207994.12,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Sana'a,"15.12394358,44.78727759",428787.88,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Shabwah,"14.67178974,46.95556076",255992.77,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Socotra,"12.49330600,54.08547300",6399.82,2020,Project Closed,
1,64,YEM-20/3420/RA/Health/UN/17178,1,Suppress and Mitigate the Impact of the COVID-19 pandemic in Yemen,7,100,31##,Taizz,"13.39753802,43.68772167",529585.03,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Aden,"12.84865928,45.00201169",175001.12|||875005.60,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Al Hudaydah,"15.00062889,43.04031959",350002.24|||0.00,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Ibb,"14.05521633,44.26319019",350002.24|||0.00,2020,Project Closed,
1,64,YEM-20/3420/RA1/Logistics-ETC/UN/15362,1,Provision of WFP Humanitarian Air Services (UNHAS) and Emergency Telecommunication (ETC) Services to the Humanitarian Community in Yemen,5|||8,43.00|||57.00,31##,Sana'a,"15.12394358,44.78727759",175001.12|||875005.60,2020,Project Closed,
1,67,OPT-20/DDA-3482/RA4/PROT/UN/17117,1,Life with Dignity: Communications Strategy for the occupied Palestinian territory,10,100,49##,Gaza Strip,"31.35644200,34.32704700",196575.05,2020,Project Closed,
1,67,OPT-20/DDA-3482/RA4/PROT/UN/17117,1,Life with Dignity: Communications Strategy for the occupied Palestinian territory,10,100,49##,West Bank,"31.98598100,35.29994700",196575.05,2020,Project Closed,
1,70,TUR-20/3559/RA1/CCS/O/15011,1,Providing Logistical Support and Facilitation Services for Cross Border Humanitarian Relief Operations of Humanitarian Actors Operating from Turkey to Syria,12,100,24##,Aleppo ,"36.20601300,37.15242000",387376.45,2020,Project Closed,
1,70,TUR-20/3559/RA1/CCS/O/15011,1,Providing Logistical Support and Facilitation Services for Cross Border Humanitarian Relief Operations of Humanitarian Actors Operating from Turkey to Syria,12,100,24##,Idleb ,"35.92900800,36.63527600",387376.45,2020,Project Closed,
1,70,TUR-20/3559/RA1/NFI-WASH/UN/14986,1,Emergency multi-sectoral humanitarian assistance to crisis-affected populations in northwest Syria,4|||11,92.00|||8.00,24##,Aleppo ,"36.20601300,37.15242000",2830229.19|||61526.72,2020,Project Closed,
1,70,TUR-20/3559/RA1/NFI-WASH/UN/14986,1,Emergency multi-sectoral humanitarian assistance to crisis-affected populations in northwest Syria,4|||11,92.00|||8.00,24##,Idleb ,"35.92900800,36.63527600",2830229.19|||430687.05,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA1/S/INGO/15057,1,"Shelter weatherproofing for 21600 Syrian refugees and site improvements in 55 informal settlements in Arsal, Bekaa, North and Akkar",4,100,12##,Akkar,"34.55060000,36.07810000",120016.29,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA1/S/INGO/15057,1,"Shelter weatherproofing for 21600 Syrian refugees and site improvements in 55 informal settlements in Arsal, Bekaa, North and Akkar",4,100,12##,Bekaa,"34.00890000,36.14530000",117723.62,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA1/S/INGO/15057,1,"Shelter weatherproofing for 21600 Syrian refugees and site improvements in 55 informal settlements in Arsal, Bekaa, North and Akkar",4,100,12##,North,"34.43330000,35.85000000",30004.07,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COO/NGO/15762,1,Lebanon Humanitarian &amp; Development NGOs Forum,12,100,12##,Beirut,"33.88690000,35.51310000",82539.8,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COVID-19-GBV/NGO/15759,1,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",10|||14,25.00|||75.00,12##,Bekaa,"34.00890000,36.14530000",20877.84|||31316.76,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COVID-19-GBV/NGO/15759,1,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",10|||14,25.00|||75.00,12##,Mount Lebanon,"33.83330000,35.53330000",20877.84|||31316.76,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/COVID-19-GBV/NGO/15759,1,"Providing Life-saving GBV services during Covid-19 in Mount Lebanon, Bekaa, and North Lebanon to vulnerable women from host and refugee communities.",10|||14,25.00|||75.00,12##,North,"34.43330000,35.85000000",19649.73|||29474.60,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/GBV-COVID-19/NGO/15760,1,Emergency assistance of Gender Based Violence survivors (Syrian refugees and migrant workers) during COVID-19 outbreak in Caritas Mount Lebanon shelter,10|||14,70.00|||30.00,12##,Mount Lebanon,"33.83330000,35.53330000",107691.22|||46153.38,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA2/GBV-COVID-19/NGO/15761,1,"Enhancing the response to migrant domestic workers, Lebanese and Syrian refugees SGBV victims in Lebanon in light of the COVID-19 pandemic.",10|||14,30.00|||70.00,12##,Beirut,"33.88690000,35.51310000",21377.32|||49880.40,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/INGO/17129,1,Integrated comprehensive primary healthcare services for disaster affected populations in Beirut in four PHCCs,7,100,12##,Beirut,"33.88690000,35.51310000",293815.51,2020,Project Closed,
1,71,LEB-20/DDA-3604/RA3/H/INGO/17129,1,Integrated comprehensive primary healthcare services for disaster affected populations in Beirut in four PHCCs,7,100,12##,Mount Lebanon,"33.83330000,35.53330000",881446.52,2020,Project Closed,
